t-59,t-58,t-57,t-56,t-55,t-54,t-53,t-52,t-51,t-50,t-49,t-48,t-47,t-46,t-45,t-44,t-43,t-42,t-41,t-40,t-39,t-38,t-37,t-36,t-35,t-34,t-33,t-32,t-31,t-30,t-29,t-28,t-27,t-26,t-25,t-24,t-23,t-22,t-21,t-20,t-19,t-18,t-17,t-16,t-15,t-14,t-13,t-12,t-11,t-10,t-9,t-8,t-7,t-6,t-5,t-4,t-3,t-2,t-1,t-0,alvo
109966.47,109964.24,109971.12,110013.75,110023.01,110029.01,110003.1,109986.12,109961.19,110036.02,109962.82,109879.93,109888.73,109969.19,110013.8,109999.46,109999.35,110094.09,110242.85,110264.04,110296.0,110256.73,110234.65,110163.46,110047.98,110014.31,109987.92,110022.61,110030.12,110030.12,110021.83,109985.38,110014.63,110005.27,109999.37,109989.57,110000.31,109895.46,109912.28,109941.02,109894.09,109927.44,109951.21,109943.02,109946.48,109878.16,109944.78,109957.64,109994.09,109963.0,109992.42,109949.24,109902.98,109910.74,109862.71,109717.61,109724.77,109797.24,109738.82,109763.5,109768.85
109964.24,109971.12,110013.75,110023.01,110029.01,110003.1,109986.12,109961.19,110036.02,109962.82,109879.93,109888.73,109969.19,110013.8,109999.46,109999.35,110094.09,110242.85,110264.04,110296.0,110256.73,110234.65,110163.46,110047.98,110014.31,109987.92,110022.61,110030.12,110030.12,110021.83,109985.38,110014.63,110005.27,109999.37,109989.57,110000.31,109895.46,109912.28,109941.02,109894.09,109927.44,109951.21,109943.02,109946.48,109878.16,109944.78,109957.64,109994.09,109963.0,109992.42,109949.24,109902.98,109910.74,109862.71,109717.61,109724.77,109797.24,109738.82,109763.5,109768.85,109771.74
109971.12,110013.75,110023.01,110029.01,110003.1,109986.12,109961.19,110036.02,109962.82,109879.93,109888.73,109969.19,110013.8,109999.46,109999.35,110094.09,110242.85,110264.04,110296.0,110256.73,110234.65,110163.46,110047.98,110014.31,109987.92,110022.61,110030.12,110030.12,110021.83,109985.38,110014.63,110005.27,109999.37,109989.57,110000.31,109895.46,109912.28,109941.02,109894.09,109927.44,109951.21,109943.02,109946.48,109878.16,109944.78,109957.64,109994.09,109963.0,109992.42,109949.24,109902.98,109910.74,109862.71,109717.61,109724.77,109797.24,109738.82,109763.5,109768.85,109771.74,109805.98
110013.75,110023.01,110029.01,110003.1,109986.12,109961.19,110036.02,109962.82,109879.93,109888.73,109969.19,110013.8,109999.46,109999.35,110094.09,110242.85,110264.04,110296.0,110256.73,110234.65,110163.46,110047.98,110014.31,109987.92,110022.61,110030.12,110030.12,110021.83,109985.38,110014.63,110005.27,109999.37,109989.57,110000.31,109895.46,109912.28,109941.02,109894.09,109927.44,109951.21,109943.02,109946.48,109878.16,109944.78,109957.64,109994.09,109963.0,109992.42,109949.24,109902.98,109910.74,109862.71,109717.61,109724.77,109797.24,109738.82,109763.5,109768.85,109771.74,109805.98,109805.96
110023.01,110029.01,110003.1,109986.12,109961.19,110036.02,109962.82,109879.93,109888.73,109969.19,110013.8,109999.46,109999.35,110094.09,110242.85,110264.04,110296.0,110256.73,110234.65,110163.46,110047.98,110014.31,109987.92,110022.61,110030.12,110030.12,110021.83,109985.38,110014.63,110005.27,109999.37,109989.57,110000.31,109895.46,109912.28,109941.02,109894.09,109927.44,109951.21,109943.02,109946.48,109878.16,109944.78,109957.64,109994.09,109963.0,109992.42,109949.24,109902.98,109910.74,109862.71,109717.61,109724.77,109797.24,109738.82,109763.5,109768.85,109771.74,109805.98,109805.96,109804.65
110029.01,110003.1,109986.12,109961.19,110036.02,109962.82,109879.93,109888.73,109969.19,110013.8,109999.46,109999.35,110094.09,110242.85,110264.04,110296.0,110256.73,110234.65,110163.46,110047.98,110014.31,109987.92,110022.61,110030.12,110030.12,110021.83,109985.38,110014.63,110005.27,109999.37,109989.57,110000.31,109895.46,109912.28,109941.02,109894.09,109927.44,109951.21,109943.02,109946.48,109878.16,109944.78,109957.64,109994.09,109963.0,109992.42,109949.24,109902.98,109910.74,109862.71,109717.61,109724.77,109797.24,109738.82,109763.5,109768.85,109771.74,109805.98,109805.96,109804.65,109787.94
110003.1,109986.12,109961.19,110036.02,109962.82,109879.93,109888.73,109969.19,110013.8,109999.46,109999.35,110094.09,110242.85,110264.04,110296.0,110256.73,110234.65,110163.46,110047.98,110014.31,109987.92,110022.61,110030.12,110030.12,110021.83,109985.38,110014.63,110005.27,109999.37,109989.57,110000.31,109895.46,109912.28,109941.02,109894.09,109927.44,109951.21,109943.02,109946.48,109878.16,109944.78,109957.64,109994.09,109963.0,109992.42,109949.24,109902.98,109910.74,109862.71,109717.61,109724.77,109797.24,109738.82,109763.5,109768.85,109771.74,109805.98,109805.96,109804.65,109787.94,109751.01
109986.12,109961.19,110036.02,109962.82,109879.93,109888.73,109969.19,110013.8,109999.46,109999.35,110094.09,110242.85,110264.04,110296.0,110256.73,110234.65,110163.46,110047.98,110014.31,109987.92,110022.61,110030.12,110030.12,110021.83,109985.38,110014.63,110005.27,109999.37,109989.57,110000.31,109895.46,109912.28,109941.02,109894.09,109927.44,109951.21,109943.02,109946.48,109878.16,109944.78,109957.64,109994.09,109963.0,109992.42,109949.24,109902.98,109910.74,109862.71,109717.61,109724.77,109797.24,109738.82,109763.5,109768.85,109771.74,109805.98,109805.96,109804.65,109787.94,109751.01,109796.42
109961.19,110036.02,109962.82,109879.93,109888.73,109969.19,110013.8,109999.46,109999.35,110094.09,110242.85,110264.04,110296.0,110256.73,110234.65,110163.46,110047.98,110014.31,109987.92,110022.61,110030.12,110030.12,110021.83,109985.38,110014.63,110005.27,109999.37,109989.57,110000.31,109895.46,109912.28,109941.02,109894.09,109927.44,109951.21,109943.02,109946.48,109878.16,109944.78,109957.64,109994.09,109963.0,109992.42,109949.24,109902.98,109910.74,109862.71,109717.61,109724.77,109797.24,109738.82,109763.5,109768.85,109771.74,109805.98,109805.96,109804.65,109787.94,109751.01,109796.42,109786.36
110036.02,109962.82,109879.93,109888.73,109969.19,110013.8,109999.46,109999.35,110094.09,110242.85,110264.04,110296.0,110256.73,110234.65,110163.46,110047.98,110014.31,109987.92,110022.61,110030.12,110030.12,110021.83,109985.38,110014.63,110005.27,109999.37,109989.57,110000.31,109895.46,109912.28,109941.02,109894.09,109927.44,109951.21,109943.02,109946.48,109878.16,109944.78,109957.64,109994.09,109963.0,109992.42,109949.24,109902.98,109910.74,109862.71,109717.61,109724.77,109797.24,109738.82,109763.5,109768.85,109771.74,109805.98,109805.96,109804.65,109787.94,109751.01,109796.42,109786.36,109778.55
109962.82,109879.93,109888.73,109969.19,110013.8,109999.46,109999.35,110094.09,110242.85,110264.04,110296.0,110256.73,110234.65,110163.46,110047.98,110014.31,109987.92,110022.61,110030.12,110030.12,110021.83,109985.38,110014.63,110005.27,109999.37,109989.57,110000.31,109895.46,109912.28,109941.02,109894.09,109927.44,109951.21,109943.02,109946.48,109878.16,109944.78,109957.64,109994.09,109963.0,109992.42,109949.24,109902.98,109910.74,109862.71,109717.61,109724.77,109797.24,109738.82,109763.5,109768.85,109771.74,109805.98,109805.96,109804.65,109787.94,109751.01,109796.42,109786.36,109778.55,109777.75
109879.93,109888.73,109969.19,110013.8,109999.46,109999.35,110094.09,110242.85,110264.04,110296.0,110256.73,110234.65,110163.46,110047.98,110014.31,109987.92,110022.61,110030.12,110030.12,110021.83,109985.38,110014.63,110005.27,109999.37,109989.57,110000.31,109895.46,109912.28,109941.02,109894.09,109927.44,109951.21,109943.02,109946.48,109878.16,109944.78,109957.64,109994.09,109963.0,109992.42,109949.24,109902.98,109910.74,109862.71,109717.61,109724.77,109797.24,109738.82,109763.5,109768.85,109771.74,109805.98,109805.96,109804.65,109787.94,109751.01,109796.42,109786.36,109778.55,109777.75,109742.97
109888.73,109969.19,110013.8,109999.46,109999.35,110094.09,110242.85,110264.04,110296.0,110256.73,110234.65,110163.46,110047.98,110014.31,109987.92,110022.61,110030.12,110030.12,110021.83,109985.38,110014.63,110005.27,109999.37,109989.57,110000.31,109895.46,109912.28,109941.02,109894.09,109927.44,109951.21,109943.02,109946.48,109878.16,109944.78,109957.64,109994.09,109963.0,109992.42,109949.24,109902.98,109910.74,109862.71,109717.61,109724.77,109797.24,109738.82,109763.5,109768.85,109771.74,109805.98,109805.96,109804.65,109787.94,109751.01,109796.42,109786.36,109778.55,109777.75,109742.97,109787.09
109969.19,110013.8,109999.46,109999.35,110094.09,110242.85,110264.04,110296.0,110256.73,110234.65,110163.46,110047.98,110014.31,109987.92,110022.61,110030.12,110030.12,110021.83,109985.38,110014.63,110005.27,109999.37,109989.57,110000.31,109895.46,109912.28,109941.02,109894.09,109927.44,109951.21,109943.02,109946.48,109878.16,109944.78,109957.64,109994.09,109963.0,109992.42,109949.24,109902.98,109910.74,109862.71,109717.61,109724.77,109797.24,109738.82,109763.5,109768.85,109771.74,109805.98,109805.96,109804.65,109787.94,109751.01,109796.42,109786.36,109778.55,109777.75,109742.97,109787.09,109792.72
110013.8,109999.46,109999.35,110094.09,110242.85,110264.04,110296.0,110256.73,110234.65,110163.46,110047.98,110014.31,109987.92,110022.61,110030.12,110030.12,110021.83,109985.38,110014.63,110005.27,109999.37,109989.57,110000.31,109895.46,109912.28,109941.02,109894.09,109927.44,109951.21,109943.02,109946.48,109878.16,109944.78,109957.64,109994.09,109963.0,109992.42,109949.24,109902.98,109910.74,109862.71,109717.61,109724.77,109797.24,109738.82,109763.5,109768.85,109771.74,109805.98,109805.96,109804.65,109787.94,109751.01,109796.42,109786.36,109778.55,109777.75,109742.97,109787.09,109792.72,109815.68
109999.46,109999.35,110094.09,110242.85,110264.04,110296.0,110256.73,110234.65,110163.46,110047.98,110014.31,109987.92,110022.61,110030.12,110030.12,110021.83,109985.38,110014.63,110005.27,109999.37,109989.57,110000.31,109895.46,109912.28,109941.02,109894.09,109927.44,109951.21,109943.02,109946.48,109878.16,109944.78,109957.64,109994.09,109963.0,109992.42,109949.24,109902.98,109910.74,109862.71,109717.61,109724.77,109797.24,109738.82,109763.5,109768.85,109771.74,109805.98,109805.96,109804.65,109787.94,109751.01,109796.42,109786.36,109778.55,109777.75,109742.97,109787.09,109792.72,109815.68,109792.72
109999.35,110094.09,110242.85,110264.04,110296.0,110256.73,110234.65,110163.46,110047.98,110014.31,109987.92,110022.61,110030.12,110030.12,110021.83,109985.38,110014.63,110005.27,109999.37,109989.57,110000.31,109895.46,109912.28,109941.02,109894.09,109927.44,109951.21,109943.02,109946.48,109878.16,109944.78,109957.64,109994.09,109963.0,109992.42,109949.24,109902.98,109910.74,109862.71,109717.61,109724.77,109797.24,109738.82,109763.5,109768.85,109771.74,109805.98,109805.96,109804.65,109787.94,109751.01,109796.42,109786.36,109778.55,109777.75,109742.97,109787.09,109792.72,109815.68,109792.72,109834.86
110094.09,110242.85,110264.04,110296.0,110256.73,110234.65,110163.46,110047.98,110014.31,109987.92,110022.61,110030.12,110030.12,110021.83,109985.38,110014.63,110005.27,109999.37,109989.57,110000.31,109895.46,109912.28,109941.02,109894.09,109927.44,109951.21,109943.02,109946.48,109878.16,109944.78,109957.64,109994.09,109963.0,109992.42,109949.24,109902.98,109910.74,109862.71,109717.61,109724.77,109797.24,109738.82,109763.5,109768.85,109771.74,109805.98,109805.96,109804.65,109787.94,109751.01,109796.42,109786.36,109778.55,109777.75,109742.97,109787.09,109792.72,109815.68,109792.72,109834.86,109834.85
110242.85,110264.04,110296.0,110256.73,110234.65,110163.46,110047.98,110014.31,109987.92,110022.61,110030.12,110030.12,110021.83,109985.38,110014.63,110005.27,109999.37,109989.57,110000.31,109895.46,109912.28,109941.02,109894.09,109927.44,109951.21,109943.02,109946.48,109878.16,109944.78,109957.64,109994.09,109963.0,109992.42,109949.24,109902.98,109910.74,109862.71,109717.61,109724.77,109797.24,109738.82,109763.5,109768.85,109771.74,109805.98,109805.96,109804.65,109787.94,109751.01,109796.42,109786.36,109778.55,109777.75,109742.97,109787.09,109792.72,109815.68,109792.72,109834.86,109834.85,109840.99
110264.04,110296.0,110256.73,110234.65,110163.46,110047.98,110014.31,109987.92,110022.61,110030.12,110030.12,110021.83,109985.38,110014.63,110005.27,109999.37,109989.57,110000.31,109895.46,109912.28,109941.02,109894.09,109927.44,109951.21,109943.02,109946.48,109878.16,109944.78,109957.64,109994.09,109963.0,109992.42,109949.24,109902.98,109910.74,109862.71,109717.61,109724.77,109797.24,109738.82,109763.5,109768.85,109771.74,109805.98,109805.96,109804.65,109787.94,109751.01,109796.42,109786.36,109778.55,109777.75,109742.97,109787.09,109792.72,109815.68,109792.72,109834.86,109834.85,109840.99,109814.25
110296.0,110256.73,110234.65,110163.46,110047.98,110014.31,109987.92,110022.61,110030.12,110030.12,110021.83,109985.38,110014.63,110005.27,109999.37,109989.57,110000.31,109895.46,109912.28,109941.02,109894.09,109927.44,109951.21,109943.02,109946.48,109878.16,109944.78,109957.64,109994.09,109963.0,109992.42,109949.24,109902.98,109910.74,109862.71,109717.61,109724.77,109797.24,109738.82,109763.5,109768.85,109771.74,109805.98,109805.96,109804.65,109787.94,109751.01,109796.42,109786.36,109778.55,109777.75,109742.97,109787.09,109792.72,109815.68,109792.72,109834.86,109834.85,109840.99,109814.25,109820.72
110256.73,110234.65,110163.46,110047.98,110014.31,109987.92,110022.61,110030.12,110030.12,110021.83,109985.38,110014.63,110005.27,109999.37,109989.57,110000.31,109895.46,109912.28,109941.02,109894.09,109927.44,109951.21,109943.02,109946.48,109878.16,109944.78,109957.64,109994.09,109963.0,109992.42,109949.24,109902.98,109910.74,109862.71,109717.61,109724.77,109797.24,109738.82,109763.5,109768.85,109771.74,109805.98,109805.96,109804.65,109787.94,109751.01,109796.42,109786.36,109778.55,109777.75,109742.97,109787.09,109792.72,109815.68,109792.72,109834.86,109834.85,109840.99,109814.25,109820.72,109820.71
110234.65,110163.46,110047.98,110014.31,109987.92,110022.61,110030.12,110030.12,110021.83,109985.38,110014.63,110005.27,109999.37,109989.57,110000.31,109895.46,109912.28,109941.02,109894.09,109927.44,109951.21,109943.02,109946.48,109878.16,109944.78,109957.64,109994.09,109963.0,109992.42,109949.24,109902.98,109910.74,109862.71,109717.61,109724.77,109797.24,109738.82,109763.5,109768.85,109771.74,109805.98,109805.96,109804.65,109787.94,109751.01,109796.42,109786.36,109778.55,109777.75,109742.97,109787.09,109792.72,109815.68,109792.72,109834.86,109834.85,109840.99,109814.25,109820.72,109820.71,109783.28
110163.46,110047.98,110014.31,109987.92,110022.61,110030.12,110030.12,110021.83,109985.38,110014.63,110005.27,109999.37,109989.57,110000.31,109895.46,109912.28,109941.02,109894.09,109927.44,109951.21,109943.02,109946.48,109878.16,109944.78,109957.64,109994.09,109963.0,109992.42,109949.24,109902.98,109910.74,109862.71,109717.61,109724.77,109797.24,109738.82,109763.5,109768.85,109771.74,109805.98,109805.96,109804.65,109787.94,109751.01,109796.42,109786.36,109778.55,109777.75,109742.97,109787.09,109792.72,109815.68,109792.72,109834.86,109834.85,109840.99,109814.25,109820.72,109820.71,109783.28,109722.37
110047.98,110014.31,109987.92,110022.61,110030.12,110030.12,110021.83,109985.38,110014.63,110005.27,109999.37,109989.57,110000.31,109895.46,109912.28,109941.02,109894.09,109927.44,109951.21,109943.02,109946.48,109878.16,109944.78,109957.64,109994.09,109963.0,109992.42,109949.24,109902.98,109910.74,109862.71,109717.61,109724.77,109797.24,109738.82,109763.5,109768.85,109771.74,109805.98,109805.96,109804.65,109787.94,109751.01,109796.42,109786.36,109778.55,109777.75,109742.97,109787.09,109792.72,109815.68,109792.72,109834.86,109834.85,109840.99,109814.25,109820.72,109820.71,109783.28,109722.37,109722.43
110014.31,109987.92,110022.61,110030.12,110030.12,110021.83,109985.38,110014.63,110005.27,109999.37,109989.57,110000.31,109895.46,109912.28,109941.02,109894.09,109927.44,109951.21,109943.02,109946.48,109878.16,109944.78,109957.64,109994.09,109963.0,109992.42,109949.24,109902.98,109910.74,109862.71,109717.61,109724.77,109797.24,109738.82,109763.5,109768.85,109771.74,109805.98,109805.96,109804.65,109787.94,109751.01,109796.42,109786.36,109778.55,109777.75,109742.97,109787.09,109792.72,109815.68,109792.72,109834.86,109834.85,109840.99,109814.25,109820.72,109820.71,109783.28,109722.37,109722.43,109723.58
109987.92,110022.61,110030.12,110030.12,110021.83,109985.38,110014.63,110005.27,109999.37,109989.57,110000.31,109895.46,109912.28,109941.02,109894.09,109927.44,109951.21,109943.02,109946.48,109878.16,109944.78,109957.64,109994.09,109963.0,109992.42,109949.24,109902.98,109910.74,109862.71,109717.61,109724.77,109797.24,109738.82,109763.5,109768.85,109771.74,109805.98,109805.96,109804.65,109787.94,109751.01,109796.42,109786.36,109778.55,109777.75,109742.97,109787.09,109792.72,109815.68,109792.72,109834.86,109834.85,109840.99,109814.25,109820.72,109820.71,109783.28,109722.37,109722.43,109723.58,109723.32
110022.61,110030.12,110030.12,110021.83,109985.38,110014.63,110005.27,109999.37,109989.57,110000.31,109895.46,109912.28,109941.02,109894.09,109927.44,109951.21,109943.02,109946.48,109878.16,109944.78,109957.64,109994.09,109963.0,109992.42,109949.24,109902.98,109910.74,109862.71,109717.61,109724.77,109797.24,109738.82,109763.5,109768.85,109771.74,109805.98,109805.96,109804.65,109787.94,109751.01,109796.42,109786.36,109778.55,109777.75,109742.97,109787.09,109792.72,109815.68,109792.72,109834.86,109834.85,109840.99,109814.25,109820.72,109820.71,109783.28,109722.37,109722.43,109723.58,109723.32,109752.52
110030.12,110030.12,110021.83,109985.38,110014.63,110005.27,109999.37,109989.57,110000.31,109895.46,109912.28,109941.02,109894.09,109927.44,109951.21,109943.02,109946.48,109878.16,109944.78,109957.64,109994.09,109963.0,109992.42,109949.24,109902.98,109910.74,109862.71,109717.61,109724.77,109797.24,109738.82,109763.5,109768.85,109771.74,109805.98,109805.96,109804.65,109787.94,109751.01,109796.42,109786.36,109778.55,109777.75,109742.97,109787.09,109792.72,109815.68,109792.72,109834.86,109834.85,109840.99,109814.25,109820.72,109820.71,109783.28,109722.37,109722.43,109723.58,109723.32,109752.52,109788.19
110030.12,110021.83,109985.38,110014.63,110005.27,109999.37,109989.57,110000.31,109895.46,109912.28,109941.02,109894.09,109927.44,109951.21,109943.02,109946.48,109878.16,109944.78,109957.64,109994.09,109963.0,109992.42,109949.24,109902.98,109910.74,109862.71,109717.61,109724.77,109797.24,109738.82,109763.5,109768.85,109771.74,109805.98,109805.96,109804.65,109787.94,109751.01,109796.42,109786.36,109778.55,109777.75,109742.97,109787.09,109792.72,109815.68,109792.72,109834.86,109834.85,109840.99,109814.25,109820.72,109820.71,109783.28,109722.37,109722.43,109723.58,109723.32,109752.52,109788.19,109865.75
110021.83,109985.38,110014.63,110005.27,109999.37,109989.57,110000.31,109895.46,109912.28,109941.02,109894.09,109927.44,109951.21,109943.02,109946.48,109878.16,109944.78,109957.64,109994.09,109963.0,109992.42,109949.24,109902.98,109910.74,109862.71,109717.61,109724.77,109797.24,109738.82,109763.5,109768.85,109771.74,109805.98,109805.96,109804.65,109787.94,109751.01,109796.42,109786.36,109778.55,109777.75,109742.97,109787.09,109792.72,109815.68,109792.72,109834.86,109834.85,109840.99,109814.25,109820.72,109820.71,109783.28,109722.37,109722.43,109723.58,109723.32,109752.52,109788.19,109865.75,109907.07
109985.38,110014.63,110005.27,109999.37,109989.57,110000.31,109895.46,109912.28,109941.02,109894.09,109927.44,109951.21,109943.02,109946.48,109878.16,109944.78,109957.64,109994.09,109963.0,109992.42,109949.24,109902.98,109910.74,109862.71,109717.61,109724.77,109797.24,109738.82,109763.5,109768.85,109771.74,109805.98,109805.96,109804.65,109787.94,109751.01,109796.42,109786.36,109778.55,109777.75,109742.97,109787.09,109792.72,109815.68,109792.72,109834.86,109834.85,109840.99,109814.25,109820.72,109820.71,109783.28,109722.37,109722.43,109723.58,109723.32,109752.52,109788.19,109865.75,109907.07,109908.48
110014.63,110005.27,109999.37,109989.57,110000.31,109895.46,109912.28,109941.02,109894.09,109927.44,109951.21,109943.02,109946.48,109878.16,109944.78,109957.64,109994.09,109963.0,109992.42,109949.24,109902.98,109910.74,109862.71,109717.61,109724.77,109797.24,109738.82,109763.5,109768.85,109771.74,109805.98,109805.96,109804.65,109787.94,109751.01,109796.42,109786.36,109778.55,109777.75,109742.97,109787.09,109792.72,109815.68,109792.72,109834.86,109834.85,109840.99,109814.25,109820.72,109820.71,109783.28,109722.37,109722.43,109723.58,109723.32,109752.52,109788.19,109865.75,109907.07,109908.48,109872.46
110005.27,109999.37,109989.57,110000.31,109895.46,109912.28,109941.02,109894.09,109927.44,109951.21,109943.02,109946.48,109878.16,109944.78,109957.64,109994.09,109963.0,109992.42,109949.24,109902.98,109910.74,109862.71,109717.61,109724.77,109797.24,109738.82,109763.5,109768.85,109771.74,109805.98,109805.96,109804.65,109787.94,109751.01,109796.42,109786.36,109778.55,109777.75,109742.97,109787.09,109792.72,109815.68,109792.72,109834.86,109834.85,109840.99,109814.25,109820.72,109820.71,109783.28,109722.37,109722.43,109723.58,109723.32,109752.52,109788.19,109865.75,109907.07,109908.48,109872.46,109880.07
109999.37,109989.57,110000.31,109895.46,109912.28,109941.02,109894.09,109927.44,109951.21,109943.02,109946.48,109878.16,109944.78,109957.64,109994.09,109963.0,109992.42,109949.24,109902.98,109910.74,109862.71,109717.61,109724.77,109797.24,109738.82,109763.5,109768.85,109771.74,109805.98,109805.96,109804.65,109787.94,109751.01,109796.42,109786.36,109778.55,109777.75,109742.97,109787.09,109792.72,109815.68,109792.72,109834.86,109834.85,109840.99,109814.25,109820.72,109820.71,109783.28,109722.37,109722.43,109723.58,109723.32,109752.52,109788.19,109865.75,109907.07,109908.48,109872.46,109880.07,109884.82
109989.57,110000.31,109895.46,109912.28,109941.02,109894.09,109927.44,109951.21,109943.02,109946.48,109878.16,109944.78,109957.64,109994.09,109963.0,109992.42,109949.24,109902.98,109910.74,109862.71,109717.61,109724.77,109797.24,109738.82,109763.5,109768.85,109771.74,109805.98,109805.96,109804.65,109787.94,109751.01,109796.42,109786.36,109778.55,109777.75,109742.97,109787.09,109792.72,109815.68,109792.72,109834.86,109834.85,109840.99,109814.25,109820.72,109820.71,109783.28,109722.37,109722.43,109723.58,109723.32,109752.52,109788.19,109865.75,109907.07,109908.48,109872.46,109880.07,109884.82,109879.98
110000.31,109895.46,109912.28,109941.02,109894.09,109927.44,109951.21,109943.02,109946.48,109878.16,109944.78,109957.64,109994.09,109963.0,109992.42,109949.24,109902.98,109910.74,109862.71,109717.61,109724.77,109797.24,109738.82,109763.5,109768.85,109771.74,109805.98,109805.96,109804.65,109787.94,109751.01,109796.42,109786.36,109778.55,109777.75,109742.97,109787.09,109792.72,109815.68,109792.72,109834.86,109834.85,109840.99,109814.25,109820.72,109820.71,109783.28,109722.37,109722.43,109723.58,109723.32,109752.52,109788.19,109865.75,109907.07,109908.48,109872.46,109880.07,109884.82,109879.98,109832.91
109895.46,109912.28,109941.02,109894.09,109927.44,109951.21,109943.02,109946.48,109878.16,109944.78,109957.64,109994.09,109963.0,109992.42,109949.24,109902.98,109910.74,109862.71,109717.61,109724.77,109797.24,109738.82,109763.5,109768.85,109771.74,109805.98,109805.96,109804.65,109787.94,109751.01,109796.42,109786.36,109778.55,109777.75,109742.97,109787.09,109792.72,109815.68,109792.72,109834.86,109834.85,109840.99,109814.25,109820.72,109820.71,109783.28,109722.37,109722.43,109723.58,109723.32,109752.52,109788.19,109865.75,109907.07,109908.48,109872.46,109880.07,109884.82,109879.98,109832.91,109830.89
109912.28,109941.02,109894.09,109927.44,109951.21,109943.02,109946.48,109878.16,109944.78,109957.64,109994.09,109963.0,109992.42,109949.24,109902.98,109910.74,109862.71,109717.61,109724.77,109797.24,109738.82,109763.5,109768.85,109771.74,109805.98,109805.96,109804.65,109787.94,109751.01,109796.42,109786.36,109778.55,109777.75,109742.97,109787.09,109792.72,109815.68,109792.72,109834.86,109834.85,109840.99,109814.25,109820.72,109820.71,109783.28,109722.37,109722.43,109723.58,109723.32,109752.52,109788.19,109865.75,109907.07,109908.48,109872.46,109880.07,109884.82,109879.98,109832.91,109830.89,109822.71
109941.02,109894.09,109927.44,109951.21,109943.02,109946.48,109878.16,109944.78,109957.64,109994.09,109963.0,109992.42,109949.24,109902.98,109910.74,109862.71,109717.61,109724.77,109797.24,109738.82,109763.5,109768.85,109771.74,109805.98,109805.96,109804.65,109787.94,109751.01,109796.42,109786.36,109778.55,109777.75,109742.97,109787.09,109792.72,109815.68,109792.72,109834.86,109834.85,109840.99,109814.25,109820.72,109820.71,109783.28,109722.37,109722.43,109723.58,109723.32,109752.52,109788.19,109865.75,109907.07,109908.48,109872.46,109880.07,109884.82,109879.98,109832.91,109830.89,109822.71,109839.19
109894.09,109927.44,109951.21,109943.02,109946.48,109878.16,109944.78,109957.64,109994.09,109963.0,109992.42,109949.24,109902.98,109910.74,109862.71,109717.61,109724.77,109797.24,109738.82,109763.5,109768.85,109771.74,109805.98,109805.96,109804.65,109787.94,109751.01,109796.42,109786.36,109778.55,109777.75,109742.97,109787.09,109792.72,109815.68,109792.72,109834.86,109834.85,109840.99,109814.25,109820.72,109820.71,109783.28,109722.37,109722.43,109723.58,109723.32,109752.52,109788.19,109865.75,109907.07,109908.48,109872.46,109880.07,109884.82,109879.98,109832.91,109830.89,109822.71,109839.19,109872.37
109927.44,109951.21,109943.02,109946.48,109878.16,109944.78,109957.64,109994.09,109963.0,109992.42,109949.24,109902.98,109910.74,109862.71,109717.61,109724.77,109797.24,109738.82,109763.5,109768.85,109771.74,109805.98,109805.96,109804.65,109787.94,109751.01,109796.42,109786.36,109778.55,109777.75,109742.97,109787.09,109792.72,109815.68,109792.72,109834.86,109834.85,109840.99,109814.25,109820.72,109820.71,109783.28,109722.37,109722.43,109723.58,109723.32,109752.52,109788.19,109865.75,109907.07,109908.48,109872.46,109880.07,109884.82,109879.98,109832.91,109830.89,109822.71,109839.19,109872.37,109817.43
109951.21,109943.02,109946.48,109878.16,109944.78,109957.64,109994.09,109963.0,109992.42,109949.24,109902.98,109910.74,109862.71,109717.61,109724.77,109797.24,109738.82,109763.5,109768.85,109771.74,109805.98,109805.96,109804.65,109787.94,109751.01,109796.42,109786.36,109778.55,109777.75,109742.97,109787.09,109792.72,109815.68,109792.72,109834.86,109834.85,109840.99,109814.25,109820.72,109820.71,109783.28,109722.37,109722.43,109723.58,109723.32,109752.52,109788.19,109865.75,109907.07,109908.48,109872.46,109880.07,109884.82,109879.98,109832.91,109830.89,109822.71,109839.19,109872.37,109817.43,109798.3
109943.02,109946.48,109878.16,109944.78,109957.64,109994.09,109963.0,109992.42,109949.24,109902.98,109910.74,109862.71,109717.61,109724.77,109797.24,109738.82,109763.5,109768.85,109771.74,109805.98,109805.96,109804.65,109787.94,109751.01,109796.42,109786.36,109778.55,109777.75,109742.97,109787.09,109792.72,109815.68,109792.72,109834.86,109834.85,109840.99,109814.25,109820.72,109820.71,109783.28,109722.37,109722.43,109723.58,109723.32,109752.52,109788.19,109865.75,109907.07,109908.48,109872.46,109880.07,109884.82,109879.98,109832.91,109830.89,109822.71,109839.19,109872.37,109817.43,109798.3,109744.39
109946.48,109878.16,109944.78,109957.64,109994.09,109963.0,109992.42,109949.24,109902.98,109910.74,109862.71,109717.61,109724.77,109797.24,109738.82,109763.5,109768.85,109771.74,109805.98,109805.96,109804.65,109787.94,109751.01,109796.42,109786.36,109778.55,109777.75,109742.97,109787.09,109792.72,109815.68,109792.72,109834.86,109834.85,109840.99,109814.25,109820.72,109820.71,109783.28,109722.37,109722.43,109723.58,109723.32,109752.52,109788.19,109865.75,109907.07,109908.48,109872.46,109880.07,109884.82,109879.98,109832.91,109830.89,109822.71,109839.19,109872.37,109817.43,109798.3,109744.39,109683.89
