t-14,t-13,t-12,t-11,t-10,t-9,t-8,t-7,t-6,t-5,t-4,t-3,t-2,t-1,t-0,alvo
109455.21,109454.58,109478.79,109463.33,109430.92,109384.26,109371.41,109302.04,109328.16,109306.87,109323.12,109295.17,109278.72,109305.23,109290.63,109255.79
109454.58,109478.79,109463.33,109430.92,109384.26,109371.41,109302.04,109328.16,109306.87,109323.12,109295.17,109278.72,109305.23,109290.63,109255.79,109200.03
109478.79,109463.33,109430.92,109384.26,109371.41,109302.04,109328.16,109306.87,109323.12,109295.17,109278.72,109305.23,109290.63,109255.79,109200.03,109235.2
109463.33,109430.92,109384.26,109371.41,109302.04,109328.16,109306.87,109323.12,109295.17,109278.72,109305.23,109290.63,109255.79,109200.03,109235.2,109219.85
109430.92,109384.26,109371.41,109302.04,109328.16,109306.87,109323.12,109295.17,109278.72,109305.23,109290.63,109255.79,109200.03,109235.2,109219.85,109199.73
109384.26,109371.41,109302.04,109328.16,109306.87,109323.12,109295.17,109278.72,109305.23,109290.63,109255.79,109200.03,109235.2,109219.85,109199.73,109214.07
109371.41,109302.04,109328.16,109306.87,109323.12,109295.17,109278.72,109305.23,109290.63,109255.79,109200.03,109235.2,109219.85,109199.73,109214.07,109206.15
109302.04,109328.16,109306.87,109323.12,109295.17,109278.72,109305.23,109290.63,109255.79,109200.03,109235.2,109219.85,109199.73,109214.07,109206.15,109199.25
109328.16,109306.87,109323.12,109295.17,109278.72,109305.23,109290.63,109255.79,109200.03,109235.2,109219.85,109199.73,109214.07,109206.15,109199.25,109226.9
109306.87,109323.12,109295.17,109278.72,109305.23,109290.63,109255.79,109200.03,109235.2,109219.85,109199.73,109214.07,109206.15,109199.25,109226.9,109211.49
109323.12,109295.17,109278.72,109305.23,109290.63,109255.79,109200.03,109235.2,109219.85,109199.73,109214.07,109206.15,109199.25,109226.9,109211.49,109237.67
109295.17,109278.72,109305.23,109290.63,109255.79,109200.03,109235.2,109219.85,109199.73,109214.07,109206.15,109199.25,109226.9,109211.49,109237.67,109241.06
109278.72,109305.23,109290.63,109255.79,109200.03,109235.2,109219.85,109199.73,109214.07,109206.15,109199.25,109226.9,109211.49,109237.67,109241.06,109260.65
109305.23,109290.63,109255.79,109200.03,109235.2,109219.85,109199.73,109214.07,109206.15,109199.25,109226.9,109211.49,109237.67,109241.06,109260.65,109250.01
109290.63,109255.79,109200.03,109235.2,109219.85,109199.73,109214.07,109206.15,109199.25,109226.9,109211.49,109237.67,109241.06,109260.65,109250.01,109229.56
109255.79,109200.03,109235.2,109219.85,109199.73,109214.07,109206.15,109199.25,109226.9,109211.49,109237.67,109241.06,109260.65,109250.01,109229.56,109229.04
109200.03,109235.2,109219.85,109199.73,109214.07,109206.15,109199.25,109226.9,109211.49,109237.67,109241.06,109260.65,109250.01,109229.56,109229.04,109244.6
109235.2,109219.85,109199.73,109214.07,109206.15,109199.25,109226.9,109211.49,109237.67,109241.06,109260.65,109250.01,109229.56,109229.04,109244.6,109276.75
109219.85,109199.73,109214.07,109206.15,109199.25,109226.9,109211.49,109237.67,109241.06,109260.65,109250.01,109229.56,109229.04,109244.6,109276.75,109257.22
109199.73,109214.07,109206.15,109199.25,109226.9,109211.49,109237.67,109241.06,109260.65,109250.01,109229.56,109229.04,109244.6,109276.75,109257.22,109260.71
109214.07,109206.15,109199.25,109226.9,109211.49,109237.67,109241.06,109260.65,109250.01,109229.56,109229.04,109244.6,109276.75,109257.22,109260.71,109304.59
109206.15,109199.25,109226.9,109211.49,109237.67,109241.06,109260.65,109250.01,109229.56,109229.04,109244.6,109276.75,109257.22,109260.71,109304.59,109330.71
109199.25,109226.9,109211.49,109237.67,109241.06,109260.65,109250.01,109229.56,109229.04,109244.6,109276.75,109257.22,109260.71,109304.59,109330.71,109379.7
109226.9,109211.49,109237.67,109241.06,109260.65,109250.01,109229.56,109229.04,109244.6,109276.75,109257.22,109260.71,109304.59,109330.71,109379.7,109370.99
109211.49,109237.67,109241.06,109260.65,109250.01,109229.56,109229.04,109244.6,109276.75,109257.22,109260.71,109304.59,109330.71,109379.7,109370.99,109362.59
109237.67,109241.06,109260.65,109250.01,109229.56,109229.04,109244.6,109276.75,109257.22,109260.71,109304.59,109330.71,109379.7,109370.99,109362.59,109347.6
109241.06,109260.65,109250.01,109229.56,109229.04,109244.6,109276.75,109257.22,109260.71,109304.59,109330.71,109379.7,109370.99,109362.59,109347.6,109328.62
109260.65,109250.01,109229.56,109229.04,109244.6,109276.75,109257.22,109260.71,109304.59,109330.71,109379.7,109370.99,109362.59,109347.6,109328.62,109346.38
109250.01,109229.56,109229.04,109244.6,109276.75,109257.22,109260.71,109304.59,109330.71,109379.7,109370.99,109362.59,109347.6,109328.62,109346.38,109346.58
109229.56,109229.04,109244.6,109276.75,109257.22,109260.71,109304.59,109330.71,109379.7,109370.99,109362.59,109347.6,109328.62,109346.38,109346.58,109340.75
109229.04,109244.6,109276.75,109257.22,109260.71,109304.59,109330.71,109379.7,109370.99,109362.59,109347.6,109328.62,109346.38,109346.58,109340.75,109314.21
109244.6,109276.75,109257.22,109260.71,109304.59,109330.71,109379.7,109370.99,109362.59,109347.6,109328.62,109346.38,109346.58,109340.75,109314.21,109327.48
109276.75,109257.22,109260.71,109304.59,109330.71,109379.7,109370.99,109362.59,109347.6,109328.62,109346.38,109346.58,109340.75,109314.21,109327.48,109285.78
109257.22,109260.71,109304.59,109330.71,109379.7,109370.99,109362.59,109347.6,109328.62,109346.38,109346.58,109340.75,109314.21,109327.48,109285.78,109293.59
109260.71,109304.59,109330.71,109379.7,109370.99,109362.59,109347.6,109328.62,109346.38,109346.58,109340.75,109314.21,109327.48,109285.78,109293.59,109283.2
109304.59,109330.71,109379.7,109370.99,109362.59,109347.6,109328.62,109346.38,109346.58,109340.75,109314.21,109327.48,109285.78,109293.59,109283.2,109310.2
109330.71,109379.7,109370.99,109362.59,109347.6,109328.62,109346.38,109346.58,109340.75,109314.21,109327.48,109285.78,109293.59,109283.2,109310.2,109297.85
109379.7,109370.99,109362.59,109347.6,109328.62,109346.38,109346.58,109340.75,109314.21,109327.48,109285.78,109293.59,109283.2,109310.2,109297.85,109359.41
109370.99,109362.59,109347.6,109328.62,109346.38,109346.58,109340.75,109314.21,109327.48,109285.78,109293.59,109283.2,109310.2,109297.85,109359.41,109397.2
109362.59,109347.6,109328.62,109346.38,109346.58,109340.75,109314.21,109327.48,109285.78,109293.59,109283.2,109310.2,109297.85,109359.41,109397.2,109391.1
109347.6,109328.62,109346.38,109346.58,109340.75,109314.21,109327.48,109285.78,109293.59,109283.2,109310.2,109297.85,109359.41,109397.2,109391.1,109375.36
109328.62,109346.38,109346.58,109340.75,109314.21,109327.48,109285.78,109293.59,109283.2,109310.2,109297.85,109359.41,109397.2,109391.1,109375.36,109394.49
109346.38,109346.58,109340.75,109314.21,109327.48,109285.78,109293.59,109283.2,109310.2,109297.85,109359.41,109397.2,109391.1,109375.36,109394.49,109396.58
109346.58,109340.75,109314.21,109327.48,109285.78,109293.59,109283.2,109310.2,109297.85,109359.41,109397.2,109391.1,109375.36,109394.49,109396.58,109381.5
109340.75,109314.21,109327.48,109285.78,109293.59,109283.2,109310.2,109297.85,109359.41,109397.2,109391.1,109375.36,109394.49,109396.58,109381.5,109381.31
109314.21,109327.48,109285.78,109293.59,109283.2,109310.2,109297.85,109359.41,109397.2,109391.1,109375.36,109394.49,109396.58,109381.5,109381.31,109355.22
109327.48,109285.78,109293.59,109283.2,109310.2,109297.85,109359.41,109397.2,109391.1,109375.36,109394.49,109396.58,109381.5,109381.31,109355.22,109340.26
109285.78,109293.59,109283.2,109310.2,109297.85,109359.41,109397.2,109391.1,109375.36,109394.49,109396.58,109381.5,109381.31,109355.22,109340.26,109347.83
109293.59,109283.2,109310.2,109297.85,109359.41,109397.2,109391.1,109375.36,109394.49,109396.58,109381.5,109381.31,109355.22,109340.26,109347.83,109387.59
109283.2,109310.2,109297.85,109359.41,109397.2,109391.1,109375.36,109394.49,109396.58,109381.5,109381.31,109355.22,109340.26,109347.83,109387.59,109294.99
109310.2,109297.85,109359.41,109397.2,109391.1,109375.36,109394.49,109396.58,109381.5,109381.31,109355.22,109340.26,109347.83,109387.59,109294.99,109309.78
109297.85,109359.41,109397.2,109391.1,109375.36,109394.49,109396.58,109381.5,109381.31,109355.22,109340.26,109347.83,109387.59,109294.99,109309.78,109334.4
109359.41,109397.2,109391.1,109375.36,109394.49,109396.58,109381.5,109381.31,109355.22,109340.26,109347.83,109387.59,109294.99,109309.78,109334.4,109388.79
109397.2,109391.1,109375.36,109394.49,109396.58,109381.5,109381.31,109355.22,109340.26,109347.83,109387.59,109294.99,109309.78,109334.4,109388.79,109390.27
109391.1,109375.36,109394.49,109396.58,109381.5,109381.31,109355.22,109340.26,109347.83,109387.59,109294.99,109309.78,109334.4,109388.79,109390.27,109390.23
109375.36,109394.49,109396.58,109381.5,109381.31,109355.22,109340.26,109347.83,109387.59,109294.99,109309.78,109334.4,109388.79,109390.27,109390.23,109411.98
109394.49,109396.58,109381.5,109381.31,109355.22,109340.26,109347.83,109387.59,109294.99,109309.78,109334.4,109388.79,109390.27,109390.23,109411.98,109472.13
109396.58,109381.5,109381.31,109355.22,109340.26,109347.83,109387.59,109294.99,109309.78,109334.4,109388.79,109390.27,109390.23,109411.98,109472.13,109487.2
109381.5,109381.31,109355.22,109340.26,109347.83,109387.59,109294.99,109309.78,109334.4,109388.79,109390.27,109390.23,109411.98,109472.13,109487.2,109485.52
109381.31,109355.22,109340.26,109347.83,109387.59,109294.99,109309.78,109334.4,109388.79,109390.27,109390.23,109411.98,109472.13,109487.2,109485.52,109540.24
109355.22,109340.26,109347.83,109387.59,109294.99,109309.78,109334.4,109388.79,109390.27,109390.23,109411.98,109472.13,109487.2,109485.52,109540.24,109580.34
109340.26,109347.83,109387.59,109294.99,109309.78,109334.4,109388.79,109390.27,109390.23,109411.98,109472.13,109487.2,109485.52,109540.24,109580.34,109533.36
109347.83,109387.59,109294.99,109309.78,109334.4,109388.79,109390.27,109390.23,109411.98,109472.13,109487.2,109485.52,109540.24,109580.34,109533.36,109485.66
109387.59,109294.99,109309.78,109334.4,109388.79,109390.27,109390.23,109411.98,109472.13,109487.2,109485.52,109540.24,109580.34,109533.36,109485.66,109465.74
109294.99,109309.78,109334.4,109388.79,109390.27,109390.23,109411.98,109472.13,109487.2,109485.52,109540.24,109580.34,109533.36,109485.66,109465.74,109489.48
109309.78,109334.4,109388.79,109390.27,109390.23,109411.98,109472.13,109487.2,109485.52,109540.24,109580.34,109533.36,109485.66,109465.74,109489.48,109542.75
109334.4,109388.79,109390.27,109390.23,109411.98,109472.13,109487.2,109485.52,109540.24,109580.34,109533.36,109485.66,109465.74,109489.48,109542.75,109427.1
109388.79,109390.27,109390.23,109411.98,109472.13,109487.2,109485.52,109540.24,109580.34,109533.36,109485.66,109465.74,109489.48,109542.75,109427.1,109461.05
109390.27,109390.23,109411.98,109472.13,109487.2,109485.52,109540.24,109580.34,109533.36,109485.66,109465.74,109489.48,109542.75,109427.1,109461.05,109450.47
109390.23,109411.98,109472.13,109487.2,109485.52,109540.24,109580.34,109533.36,109485.66,109465.74,109489.48,109542.75,109427.1,109461.05,109450.47,109382.24
109411.98,109472.13,109487.2,109485.52,109540.24,109580.34,109533.36,109485.66,109465.74,109489.48,109542.75,109427.1,109461.05,109450.47,109382.24,109368.21
109472.13,109487.2,109485.52,109540.24,109580.34,109533.36,109485.66,109465.74,109489.48,109542.75,109427.1,109461.05,109450.47,109382.24,109368.21,109358.68
109487.2,109485.52,109540.24,109580.34,109533.36,109485.66,109465.74,109489.48,109542.75,109427.1,109461.05,109450.47,109382.24,109368.21,109358.68,109330.6
109485.52,109540.24,109580.34,109533.36,109485.66,109465.74,109489.48,109542.75,109427.1,109461.05,109450.47,109382.24,109368.21,109358.68,109330.6,109295.67
109540.24,109580.34,109533.36,109485.66,109465.74,109489.48,109542.75,109427.1,109461.05,109450.47,109382.24,109368.21,109358.68,109330.6,109295.67,109297.31
109580.34,109533.36,109485.66,109465.74,109489.48,109542.75,109427.1,109461.05,109450.47,109382.24,109368.21,109358.68,109330.6,109295.67,109297.31,109312.14
109533.36,109485.66,109465.74,109489.48,109542.75,109427.1,109461.05,109450.47,109382.24,109368.21,109358.68,109330.6,109295.67,109297.31,109312.14,109298.46
109485.66,109465.74,109489.48,109542.75,109427.1,109461.05,109450.47,109382.24,109368.21,109358.68,109330.6,109295.67,109297.31,109312.14,109298.46,109298.46
109465.74,109489.48,109542.75,109427.1,109461.05,109450.47,109382.24,109368.21,109358.68,109330.6,109295.67,109297.31,109312.14,109298.46,109298.46,109301.43
109489.48,109542.75,109427.1,109461.05,109450.47,109382.24,109368.21,109358.68,109330.6,109295.67,109297.31,109312.14,109298.46,109298.46,109301.43,109325.56
109542.75,109427.1,109461.05,109450.47,109382.24,109368.21,109358.68,109330.6,109295.67,109297.31,109312.14,109298.46,109298.46,109301.43,109325.56,109310.28
109427.1,109461.05,109450.47,109382.24,109368.21,109358.68,109330.6,109295.67,109297.31,109312.14,109298.46,109298.46,109301.43,109325.56,109310.28,109300.0
109461.05,109450.47,109382.24,109368.21,109358.68,109330.6,109295.67,109297.31,109312.14,109298.46,109298.46,109301.43,109325.56,109310.28,109300.0,109281.4
109450.47,109382.24,109368.21,109358.68,109330.6,109295.67,109297.31,109312.14,109298.46,109298.46,109301.43,109325.56,109310.28,109300.0,109281.4,109300.0
109382.24,109368.21,109358.68,109330.6,109295.67,109297.31,109312.14,109298.46,109298.46,109301.43,109325.56,109310.28,109300.0,109281.4,109300.0,109321.26
109368.21,109358.68,109330.6,109295.67,109297.31,109312.14,109298.46,109298.46,109301.43,109325.56,109310.28,109300.0,109281.4,109300.0,109321.26,109310.01
109358.68,109330.6,109295.67,109297.31,109312.14,109298.46,109298.46,109301.43,109325.56,109310.28,109300.0,109281.4,109300.0,109321.26,109310.01,109322.7
109330.6,109295.67,109297.31,109312.14,109298.46,109298.46,109301.43,109325.56,109310.28,109300.0,109281.4,109300.0,109321.26,109310.01,109322.7,109314.83
109295.67,109297.31,109312.14,109298.46,109298.46,109301.43,109325.56,109310.28,109300.0,109281.4,109300.0,109321.26,109310.01,109322.7,109314.83,109306.29
109297.31,109312.14,109298.46,109298.46,109301.43,109325.56,109310.28,109300.0,109281.4,109300.0,109321.26,109310.01,109322.7,109314.83,109306.29,109349.72
109312.14,109298.46,109298.46,109301.43,109325.56,109310.28,109300.0,109281.4,109300.0,109321.26,109310.01,109322.7,109314.83,109306.29,109349.72,109334.34
109298.46,109298.46,109301.43,109325.56,109310.28,109300.0,109281.4,109300.0,109321.26,109310.01,109322.7,109314.83,109306.29,109349.72,109334.34,109332.91
109298.46,109301.43,109325.56,109310.28,109300.0,109281.4,109300.0,109321.26,109310.01,109322.7,109314.83,109306.29,109349.72,109334.34,109332.91,109348.76
109301.43,109325.56,109310.28,109300.0,109281.4,109300.0,109321.26,109310.01,109322.7,109314.83,109306.29,109349.72,109334.34,109332.91,109348.76,109350.91
109325.56,109310.28,109300.0,109281.4,109300.0,109321.26,109310.01,109322.7,109314.83,109306.29,109349.72,109334.34,109332.91,109348.76,109350.91,109335.04
109310.28,109300.0,109281.4,109300.0,109321.26,109310.01,109322.7,109314.83,109306.29,109349.72,109334.34,109332.91,109348.76,109350.91,109335.04,109314.21
109300.0,109281.4,109300.0,109321.26,109310.01,109322.7,109314.83,109306.29,109349.72,109334.34,109332.91,109348.76,109350.91,109335.04,109314.21,109326.01
109281.4,109300.0,109321.26,109310.01,109322.7,109314.83,109306.29,109349.72,109334.34,109332.91,109348.76,109350.91,109335.04,109314.21,109326.01,109341.49
109300.0,109321.26,109310.01,109322.7,109314.83,109306.29,109349.72,109334.34,109332.91,109348.76,109350.91,109335.04,109314.21,109326.01,109341.49,109390.31
109321.26,109310.01,109322.7,109314.83,109306.29,109349.72,109334.34,109332.91,109348.76,109350.91,109335.04,109314.21,109326.01,109341.49,109390.31,109448.83
109310.01,109322.7,109314.83,109306.29,109349.72,109334.34,109332.91,109348.76,109350.91,109335.04,109314.21,109326.01,109341.49,109390.31,109448.83,109473.05
109322.7,109314.83,109306.29,109349.72,109334.34,109332.91,109348.76,109350.91,109335.04,109314.21,109326.01,109341.49,109390.31,109448.83,109473.05,109433.99
109314.83,109306.29,109349.72,109334.34,109332.91,109348.76,109350.91,109335.04,109314.21,109326.01,109341.49,109390.31,109448.83,109473.05,109433.99,109411.96
109306.29,109349.72,109334.34,109332.91,109348.76,109350.91,109335.04,109314.21,109326.01,109341.49,109390.31,109448.83,109473.05,109433.99,109411.96,109430.43
109349.72,109334.34,109332.91,109348.76,109350.91,109335.04,109314.21,109326.01,109341.49,109390.31,109448.83,109473.05,109433.99,109411.96,109430.43,109383.98
109334.34,109332.91,109348.76,109350.91,109335.04,109314.21,109326.01,109341.49,109390.31,109448.83,109473.05,109433.99,109411.96,109430.43,109383.98,109294.62
109332.91,109348.76,109350.91,109335.04,109314.21,109326.01,109341.49,109390.31,109448.83,109473.05,109433.99,109411.96,109430.43,109383.98,109294.62,109239.79
109348.76,109350.91,109335.04,109314.21,109326.01,109341.49,109390.31,109448.83,109473.05,109433.99,109411.96,109430.43,109383.98,109294.62,109239.79,109206.85
109350.91,109335.04,109314.21,109326.01,109341.49,109390.31,109448.83,109473.05,109433.99,109411.96,109430.43,109383.98,109294.62,109239.79,109206.85,109238.21
109335.04,109314.21,109326.01,109341.49,109390.31,109448.83,109473.05,109433.99,109411.96,109430.43,109383.98,109294.62,109239.79,109206.85,109238.21,109229.03
109314.21,109326.01,109341.49,109390.31,109448.83,109473.05,109433.99,109411.96,109430.43,109383.98,109294.62,109239.79,109206.85,109238.21,109229.03,109201.39
109326.01,109341.49,109390.31,109448.83,109473.05,109433.99,109411.96,109430.43,109383.98,109294.62,109239.79,109206.85,109238.21,109229.03,109201.39,109157.43
109341.49,109390.31,109448.83,109473.05,109433.99,109411.96,109430.43,109383.98,109294.62,109239.79,109206.85,109238.21,109229.03,109201.39,109157.43,109189.09
109390.31,109448.83,109473.05,109433.99,109411.96,109430.43,109383.98,109294.62,109239.79,109206.85,109238.21,109229.03,109201.39,109157.43,109189.09,109215.18
109448.83,109473.05,109433.99,109411.96,109430.43,109383.98,109294.62,109239.79,109206.85,109238.21,109229.03,109201.39,109157.43,109189.09,109215.18,109190.5
109473.05,109433.99,109411.96,109430.43,109383.98,109294.62,109239.79,109206.85,109238.21,109229.03,109201.39,109157.43,109189.09,109215.18,109190.5,109182.64
109433.99,109411.96,109430.43,109383.98,109294.62,109239.79,109206.85,109238.21,109229.03,109201.39,109157.43,109189.09,109215.18,109190.5,109182.64,109196.3
109411.96,109430.43,109383.98,109294.62,109239.79,109206.85,109238.21,109229.03,109201.39,109157.43,109189.09,109215.18,109190.5,109182.64,109196.3,109193.06
109430.43,109383.98,109294.62,109239.79,109206.85,109238.21,109229.03,109201.39,109157.43,109189.09,109215.18,109190.5,109182.64,109196.3,109193.06,109167.5
109383.98,109294.62,109239.79,109206.85,109238.21,109229.03,109201.39,109157.43,109189.09,109215.18,109190.5,109182.64,109196.3,109193.06,109167.5,109170.44
109294.62,109239.79,109206.85,109238.21,109229.03,109201.39,109157.43,109189.09,109215.18,109190.5,109182.64,109196.3,109193.06,109167.5,109170.44,109177.63
109239.79,109206.85,109238.21,109229.03,109201.39,109157.43,109189.09,109215.18,109190.5,109182.64,109196.3,109193.06,109167.5,109170.44,109177.63,109171.53
109206.85,109238.21,109229.03,109201.39,109157.43,109189.09,109215.18,109190.5,109182.64,109196.3,109193.06,109167.5,109170.44,109177.63,109171.53,109168.51
109238.21,109229.03,109201.39,109157.43,109189.09,109215.18,109190.5,109182.64,109196.3,109193.06,109167.5,109170.44,109177.63,109171.53,109168.51,109194.12
109229.03,109201.39,109157.43,109189.09,109215.18,109190.5,109182.64,109196.3,109193.06,109167.5,109170.44,109177.63,109171.53,109168.51,109194.12,109194.86
109201.39,109157.43,109189.09,109215.18,109190.5,109182.64,109196.3,109193.06,109167.5,109170.44,109177.63,109171.53,109168.51,109194.12,109194.86,109184.46
109157.43,109189.09,109215.18,109190.5,109182.64,109196.3,109193.06,109167.5,109170.44,109177.63,109171.53,109168.51,109194.12,109194.86,109184.46,109164.57
109189.09,109215.18,109190.5,109182.64,109196.3,109193.06,109167.5,109170.44,109177.63,109171.53,109168.51,109194.12,109194.86,109184.46,109164.57,109160.42
109215.18,109190.5,109182.64,109196.3,109193.06,109167.5,109170.44,109177.63,109171.53,109168.51,109194.12,109194.86,109184.46,109164.57,109160.42,109201.24
109190.5,109182.64,109196.3,109193.06,109167.5,109170.44,109177.63,109171.53,109168.51,109194.12,109194.86,109184.46,109164.57,109160.42,109201.24,109174.0
109182.64,109196.3,109193.06,109167.5,109170.44,109177.63,109171.53,109168.51,109194.12,109194.86,109184.46,109164.57,109160.42,109201.24,109174.0,109158.0
109196.3,109193.06,109167.5,109170.44,109177.63,109171.53,109168.51,109194.12,109194.86,109184.46,109164.57,109160.42,109201.24,109174.0,109158.0,109179.99
109193.06,109167.5,109170.44,109177.63,109171.53,109168.51,109194.12,109194.86,109184.46,109164.57,109160.42,109201.24,109174.0,109158.0,109179.99,109168.02
109167.5,109170.44,109177.63,109171.53,109168.51,109194.12,109194.86,109184.46,109164.57,109160.42,109201.24,109174.0,109158.0,109179.99,109168.02,109136.0
109170.44,109177.63,109171.53,109168.51,109194.12,109194.86,109184.46,109164.57,109160.42,109201.24,109174.0,109158.0,109179.99,109168.02,109136.0,109147.48
109177.63,109171.53,109168.51,109194.12,109194.86,109184.46,109164.57,109160.42,109201.24,109174.0,109158.0,109179.99,109168.02,109136.0,109147.48,109173.41
109171.53,109168.51,109194.12,109194.86,109184.46,109164.57,109160.42,109201.24,109174.0,109158.0,109179.99,109168.02,109136.0,109147.48,109173.41,109137.28
109168.51,109194.12,109194.86,109184.46,109164.57,109160.42,109201.24,109174.0,109158.0,109179.99,109168.02,109136.0,109147.48,109173.41,109137.28,109147.59
109194.12,109194.86,109184.46,109164.57,109160.42,109201.24,109174.0,109158.0,109179.99,109168.02,109136.0,109147.48,109173.41,109137.28,109147.59,109140.25
109194.86,109184.46,109164.57,109160.42,109201.24,109174.0,109158.0,109179.99,109168.02,109136.0,109147.48,109173.41,109137.28,109147.59,109140.25,109165.95
109184.46,109164.57,109160.42,109201.24,109174.0,109158.0,109179.99,109168.02,109136.0,109147.48,109173.41,109137.28,109147.59,109140.25,109165.95,109177.27
109164.57,109160.42,109201.24,109174.0,109158.0,109179.99,109168.02,109136.0,109147.48,109173.41,109137.28,109147.59,109140.25,109165.95,109177.27,109152.7
109160.42,109201.24,109174.0,109158.0,109179.99,109168.02,109136.0,109147.48,109173.41,109137.28,109147.59,109140.25,109165.95,109177.27,109152.7,109113.62
109201.24,109174.0,109158.0,109179.99,109168.02,109136.0,109147.48,109173.41,109137.28,109147.59,109140.25,109165.95,109177.27,109152.7,109113.62,109112.1
109174.0,109158.0,109179.99,109168.02,109136.0,109147.48,109173.41,109137.28,109147.59,109140.25,109165.95,109177.27,109152.7,109113.62,109112.1,109076.96
109158.0,109179.99,109168.02,109136.0,109147.48,109173.41,109137.28,109147.59,109140.25,109165.95,109177.27,109152.7,109113.62,109112.1,109076.96,109055.16
109179.99,109168.02,109136.0,109147.48,109173.41,109137.28,109147.59,109140.25,109165.95,109177.27,109152.7,109113.62,109112.1,109076.96,109055.16,109066.52
109168.02,109136.0,109147.48,109173.41,109137.28,109147.59,109140.25,109165.95,109177.27,109152.7,109113.62,109112.1,109076.96,109055.16,109066.52,109061.7
109136.0,109147.48,109173.41,109137.28,109147.59,109140.25,109165.95,109177.27,109152.7,109113.62,109112.1,109076.96,109055.16,109066.52,109061.7,109056.01
109147.48,109173.41,109137.28,109147.59,109140.25,109165.95,109177.27,109152.7,109113.62,109112.1,109076.96,109055.16,109066.52,109061.7,109056.01,109052.31
109173.41,109137.28,109147.59,109140.25,109165.95,109177.27,109152.7,109113.62,109112.1,109076.96,109055.16,109066.52,109061.7,109056.01,109052.31,109043.04
109137.28,109147.59,109140.25,109165.95,109177.27,109152.7,109113.62,109112.1,109076.96,109055.16,109066.52,109061.7,109056.01,109052.31,109043.04,109031.0
109147.59,109140.25,109165.95,109177.27,109152.7,109113.62,109112.1,109076.96,109055.16,109066.52,109061.7,109056.01,109052.31,109043.04,109031.0,108999.99
109140.25,109165.95,109177.27,109152.7,109113.62,109112.1,109076.96,109055.16,109066.52,109061.7,109056.01,109052.31,109043.04,109031.0,108999.99,109023.05
109165.95,109177.27,109152.7,109113.62,109112.1,109076.96,109055.16,109066.52,109061.7,109056.01,109052.31,109043.04,109031.0,108999.99,109023.05,109012.28
109177.27,109152.7,109113.62,109112.1,109076.96,109055.16,109066.52,109061.7,109056.01,109052.31,109043.04,109031.0,108999.99,109023.05,109012.28,109043.29
109152.7,109113.62,109112.1,109076.96,109055.16,109066.52,109061.7,109056.01,109052.31,109043.04,109031.0,108999.99,109023.05,109012.28,109043.29,109040.1
109113.62,109112.1,109076.96,109055.16,109066.52,109061.7,109056.01,109052.31,109043.04,109031.0,108999.99,109023.05,109012.28,109043.29,109040.1,109006.69
109112.1,109076.96,109055.16,109066.52,109061.7,109056.01,109052.31,109043.04,109031.0,108999.99,109023.05,109012.28,109043.29,109040.1,109006.69,109004.07
109076.96,109055.16,109066.52,109061.7,109056.01,109052.31,109043.04,109031.0,108999.99,109023.05,109012.28,109043.29,109040.1,109006.69,109004.07,108998.5
109055.16,109066.52,109061.7,109056.01,109052.31,109043.04,109031.0,108999.99,109023.05,109012.28,109043.29,109040.1,109006.69,109004.07,108998.5,108987.46
109066.52,109061.7,109056.01,109052.31,109043.04,109031.0,108999.99,109023.05,109012.28,109043.29,109040.1,109006.69,109004.07,108998.5,108987.46,109006.68
109061.7,109056.01,109052.31,109043.04,109031.0,108999.99,109023.05,109012.28,109043.29,109040.1,109006.69,109004.07,108998.5,108987.46,109006.68,108973.97
109056.01,109052.31,109043.04,109031.0,108999.99,109023.05,109012.28,109043.29,109040.1,109006.69,109004.07,108998.5,108987.46,109006.68,108973.97,108931.13
109052.31,109043.04,109031.0,108999.99,109023.05,109012.28,109043.29,109040.1,109006.69,109004.07,108998.5,108987.46,109006.68,108973.97,108931.13,108907.77
109043.04,109031.0,108999.99,109023.05,109012.28,109043.29,109040.1,109006.69,109004.07,108998.5,108987.46,109006.68,108973.97,108931.13,108907.77,108899.01
109031.0,108999.99,109023.05,109012.28,109043.29,109040.1,109006.69,109004.07,108998.5,108987.46,109006.68,108973.97,108931.13,108907.77,108899.01,108813.46
108999.99,109023.05,109012.28,109043.29,109040.1,109006.69,109004.07,108998.5,108987.46,109006.68,108973.97,108931.13,108907.77,108899.01,108813.46,108787.23
109023.05,109012.28,109043.29,109040.1,109006.69,109004.07,108998.5,108987.46,109006.68,108973.97,108931.13,108907.77,108899.01,108813.46,108787.23,108795.0
109012.28,109043.29,109040.1,109006.69,109004.07,108998.5,108987.46,109006.68,108973.97,108931.13,108907.77,108899.01,108813.46,108787.23,108795.0,108775.95
109043.29,109040.1,109006.69,109004.07,108998.5,108987.46,109006.68,108973.97,108931.13,108907.77,108899.01,108813.46,108787.23,108795.0,108775.95,108858.64
109040.1,109006.69,109004.07,108998.5,108987.46,109006.68,108973.97,108931.13,108907.77,108899.01,108813.46,108787.23,108795.0,108775.95,108858.64,108836.75
109006.69,109004.07,108998.5,108987.46,109006.68,108973.97,108931.13,108907.77,108899.01,108813.46,108787.23,108795.0,108775.95,108858.64,108836.75,108870.0
109004.07,108998.5,108987.46,109006.68,108973.97,108931.13,108907.77,108899.01,108813.46,108787.23,108795.0,108775.95,108858.64,108836.75,108870.0,108850.0
