t-29,t-28,t-27,t-26,t-25,t-24,t-23,t-22,t-21,t-20,t-19,t-18,t-17,t-16,t-15,t-14,t-13,t-12,t-11,t-10,t-9,t-8,t-7,t-6,t-5,t-4,t-3,t-2,t-1,t-0,alvo
105753.05,105710.51,105749.17,105779.86,105738.63,105710.48,105712.89,105712.88,105714.69,105711.49,105650.09,105637.37,105625.93,105607.39,105611.0,105652.46,105607.39,105621.12,105599.98,105554.78,105564.14,105597.36,105592.82,105572.87,105590.19,105613.27,105632.87,105702.23,105720.12,105733.97,105734.13
105710.51,105749.17,105779.86,105738.63,105710.48,105712.89,105712.88,105714.69,105711.49,105650.09,105637.37,105625.93,105607.39,105611.0,105652.46,105607.39,105621.12,105599.98,105554.78,105564.14,105597.36,105592.82,105572.87,105590.19,105613.27,105632.87,105702.23,105720.12,105733.97,105734.13,105720.01
105749.17,105779.86,105738.63,105710.48,105712.89,105712.88,105714.69,105711.49,105650.09,105637.37,105625.93,105607.39,105611.0,105652.46,105607.39,105621.12,105599.98,105554.78,105564.14,105597.36,105592.82,105572.87,105590.19,105613.27,105632.87,105702.23,105720.12,105733.97,105734.13,105720.01,105677.52
105779.86,105738.63,105710.48,105712.89,105712.88,105714.69,105711.49,105650.09,105637.37,105625.93,105607.39,105611.0,105652.46,105607.39,105621.12,105599.98,105554.78,105564.14,105597.36,105592.82,105572.87,105590.19,105613.27,105632.87,105702.23,105720.12,105733.97,105734.13,105720.01,105677.52,105668.09
105738.63,105710.48,105712.89,105712.88,105714.69,105711.49,105650.09,105637.37,105625.93,105607.39,105611.0,105652.46,105607.39,105621.12,105599.98,105554.78,105564.14,105597.36,105592.82,105572.87,105590.19,105613.27,105632.87,105702.23,105720.12,105733.97,105734.13,105720.01,105677.52,105668.09,105661.16
105710.48,105712.89,105712.88,105714.69,105711.49,105650.09,105637.37,105625.93,105607.39,105611.0,105652.46,105607.39,105621.12,105599.98,105554.78,105564.14,105597.36,105592.82,105572.87,105590.19,105613.27,105632.87,105702.23,105720.12,105733.97,105734.13,105720.01,105677.52,105668.09,105661.16,105684.66
105712.89,105712.88,105714.69,105711.49,105650.09,105637.37,105625.93,105607.39,105611.0,105652.46,105607.39,105621.12,105599.98,105554.78,105564.14,105597.36,105592.82,105572.87,105590.19,105613.27,105632.87,105702.23,105720.12,105733.97,105734.13,105720.01,105677.52,105668.09,105661.16,105684.66,105682.98
105712.88,105714.69,105711.49,105650.09,105637.37,105625.93,105607.39,105611.0,105652.46,105607.39,105621.12,105599.98,105554.78,105564.14,105597.36,105592.82,105572.87,105590.19,105613.27,105632.87,105702.23,105720.12,105733.97,105734.13,105720.01,105677.52,105668.09,105661.16,105684.66,105682.98,105622.58
105714.69,105711.49,105650.09,105637.37,105625.93,105607.39,105611.0,105652.46,105607.39,105621.12,105599.98,105554.78,105564.14,105597.36,105592.82,105572.87,105590.19,105613.27,105632.87,105702.23,105720.12,105733.97,105734.13,105720.01,105677.52,105668.09,105661.16,105684.66,105682.98,105622.58,105635.67
105711.49,105650.09,105637.37,105625.93,105607.39,105611.0,105652.46,105607.39,105621.12,105599.98,105554.78,105564.14,105597.36,105592.82,105572.87,105590.19,105613.27,105632.87,105702.23,105720.12,105733.97,105734.13,105720.01,105677.52,105668.09,105661.16,105684.66,105682.98,105622.58,105635.67,105643.61
105650.09,105637.37,105625.93,105607.39,105611.0,105652.46,105607.39,105621.12,105599.98,105554.78,105564.14,105597.36,105592.82,105572.87,105590.19,105613.27,105632.87,105702.23,105720.12,105733.97,105734.13,105720.01,105677.52,105668.09,105661.16,105684.66,105682.98,105622.58,105635.67,105643.61,105644.87
105637.37,105625.93,105607.39,105611.0,105652.46,105607.39,105621.12,105599.98,105554.78,105564.14,105597.36,105592.82,105572.87,105590.19,105613.27,105632.87,105702.23,105720.12,105733.97,105734.13,105720.01,105677.52,105668.09,105661.16,105684.66,105682.98,105622.58,105635.67,105643.61,105644.87,105647.23
105625.93,105607.39,105611.0,105652.46,105607.39,105621.12,105599.98,105554.78,105564.14,105597.36,105592.82,105572.87,105590.19,105613.27,105632.87,105702.23,105720.12,105733.97,105734.13,105720.01,105677.52,105668.09,105661.16,105684.66,105682.98,105622.58,105635.67,105643.61,105644.87,105647.23,105695.3
105607.39,105611.0,105652.46,105607.39,105621.12,105599.98,105554.78,105564.14,105597.36,105592.82,105572.87,105590.19,105613.27,105632.87,105702.23,105720.12,105733.97,105734.13,105720.01,105677.52,105668.09,105661.16,105684.66,105682.98,105622.58,105635.67,105643.61,105644.87,105647.23,105695.3,105695.59
105611.0,105652.46,105607.39,105621.12,105599.98,105554.78,105564.14,105597.36,105592.82,105572.87,105590.19,105613.27,105632.87,105702.23,105720.12,105733.97,105734.13,105720.01,105677.52,105668.09,105661.16,105684.66,105682.98,105622.58,105635.67,105643.61,105644.87,105647.23,105695.3,105695.59,105719.88
105652.46,105607.39,105621.12,105599.98,105554.78,105564.14,105597.36,105592.82,105572.87,105590.19,105613.27,105632.87,105702.23,105720.12,105733.97,105734.13,105720.01,105677.52,105668.09,105661.16,105684.66,105682.98,105622.58,105635.67,105643.61,105644.87,105647.23,105695.3,105695.59,105719.88,105700.24
105607.39,105621.12,105599.98,105554.78,105564.14,105597.36,105592.82,105572.87,105590.19,105613.27,105632.87,105702.23,105720.12,105733.97,105734.13,105720.01,105677.52,105668.09,105661.16,105684.66,105682.98,105622.58,105635.67,105643.61,105644.87,105647.23,105695.3,105695.59,105719.88,105700.24,105736.92
105621.12,105599.98,105554.78,105564.14,105597.36,105592.82,105572.87,105590.19,105613.27,105632.87,105702.23,105720.12,105733.97,105734.13,105720.01,105677.52,105668.09,105661.16,105684.66,105682.98,105622.58,105635.67,105643.61,105644.87,105647.23,105695.3,105695.59,105719.88,105700.24,105736.92,105776.92
105599.98,105554.78,105564.14,105597.36,105592.82,105572.87,105590.19,105613.27,105632.87,105702.23,105720.12,105733.97,105734.13,105720.01,105677.52,105668.09,105661.16,105684.66,105682.98,105622.58,105635.67,105643.61,105644.87,105647.23,105695.3,105695.59,105719.88,105700.24,105736.92,105776.92,105817.88
105554.78,105564.14,105597.36,105592.82,105572.87,105590.19,105613.27,105632.87,105702.23,105720.12,105733.97,105734.13,105720.01,105677.52,105668.09,105661.16,105684.66,105682.98,105622.58,105635.67,105643.61,105644.87,105647.23,105695.3,105695.59,105719.88,105700.24,105736.92,105776.92,105817.88,105895.78
105564.14,105597.36,105592.82,105572.87,105590.19,105613.27,105632.87,105702.23,105720.12,105733.97,105734.13,105720.01,105677.52,105668.09,105661.16,105684.66,105682.98,105622.58,105635.67,105643.61,105644.87,105647.23,105695.3,105695.59,105719.88,105700.24,105736.92,105776.92,105817.88,105895.78,105864.02
105597.36,105592.82,105572.87,105590.19,105613.27,105632.87,105702.23,105720.12,105733.97,105734.13,105720.01,105677.52,105668.09,105661.16,105684.66,105682.98,105622.58,105635.67,105643.61,105644.87,105647.23,105695.3,105695.59,105719.88,105700.24,105736.92,105776.92,105817.88,105895.78,105864.02,105854.16
105592.82,105572.87,105590.19,105613.27,105632.87,105702.23,105720.12,105733.97,105734.13,105720.01,105677.52,105668.09,105661.16,105684.66,105682.98,105622.58,105635.67,105643.61,105644.87,105647.23,105695.3,105695.59,105719.88,105700.24,105736.92,105776.92,105817.88,105895.78,105864.02,105854.16,105861.58
105572.87,105590.19,105613.27,105632.87,105702.23,105720.12,105733.97,105734.13,105720.01,105677.52,105668.09,105661.16,105684.66,105682.98,105622.58,105635.67,105643.61,105644.87,105647.23,105695.3,105695.59,105719.88,105700.24,105736.92,105776.92,105817.88,105895.78,105864.02,105854.16,105861.58,105906.0
105590.19,105613.27,105632.87,105702.23,105720.12,105733.97,105734.13,105720.01,105677.52,105668.09,105661.16,105684.66,105682.98,105622.58,105635.67,105643.61,105644.87,105647.23,105695.3,105695.59,105719.88,105700.24,105736.92,105776.92,105817.88,105895.78,105864.02,105854.16,105861.58,105906.0,105878.91
105613.27,105632.87,105702.23,105720.12,105733.97,105734.13,105720.01,105677.52,105668.09,105661.16,105684.66,105682.98,105622.58,105635.67,105643.61,105644.87,105647.23,105695.3,105695.59,105719.88,105700.24,105736.92,105776.92,105817.88,105895.78,105864.02,105854.16,105861.58,105906.0,105878.91,105856.01
105632.87,105702.23,105720.12,105733.97,105734.13,105720.01,105677.52,105668.09,105661.16,105684.66,105682.98,105622.58,105635.67,105643.61,105644.87,105647.23,105695.3,105695.59,105719.88,105700.24,105736.92,105776.92,105817.88,105895.78,105864.02,105854.16,105861.58,105906.0,105878.91,105856.01,105884.84
105702.23,105720.12,105733.97,105734.13,105720.01,105677.52,105668.09,105661.16,105684.66,105682.98,105622.58,105635.67,105643.61,105644.87,105647.23,105695.3,105695.59,105719.88,105700.24,105736.92,105776.92,105817.88,105895.78,105864.02,105854.16,105861.58,105906.0,105878.91,105856.01,105884.84,105903.27
105720.12,105733.97,105734.13,105720.01,105677.52,105668.09,105661.16,105684.66,105682.98,105622.58,105635.67,105643.61,105644.87,105647.23,105695.3,105695.59,105719.88,105700.24,105736.92,105776.92,105817.88,105895.78,105864.02,105854.16,105861.58,105906.0,105878.91,105856.01,105884.84,105903.27,105937.75
105733.97,105734.13,105720.01,105677.52,105668.09,105661.16,105684.66,105682.98,105622.58,105635.67,105643.61,105644.87,105647.23,105695.3,105695.59,105719.88,105700.24,105736.92,105776.92,105817.88,105895.78,105864.02,105854.16,105861.58,105906.0,105878.91,105856.01,105884.84,105903.27,105937.75,105925.28
105734.13,105720.01,105677.52,105668.09,105661.16,105684.66,105682.98,105622.58,105635.67,105643.61,105644.87,105647.23,105695.3,105695.59,105719.88,105700.24,105736.92,105776.92,105817.88,105895.78,105864.02,105854.16,105861.58,105906.0,105878.91,105856.01,105884.84,105903.27,105937.75,105925.28,105907.82
105720.01,105677.52,105668.09,105661.16,105684.66,105682.98,105622.58,105635.67,105643.61,105644.87,105647.23,105695.3,105695.59,105719.88,105700.24,105736.92,105776.92,105817.88,105895.78,105864.02,105854.16,105861.58,105906.0,105878.91,105856.01,105884.84,105903.27,105937.75,105925.28,105907.82,105911.44
105677.52,105668.09,105661.16,105684.66,105682.98,105622.58,105635.67,105643.61,105644.87,105647.23,105695.3,105695.59,105719.88,105700.24,105736.92,105776.92,105817.88,105895.78,105864.02,105854.16,105861.58,105906.0,105878.91,105856.01,105884.84,105903.27,105937.75,105925.28,105907.82,105911.44,105914.08
105668.09,105661.16,105684.66,105682.98,105622.58,105635.67,105643.61,105644.87,105647.23,105695.3,105695.59,105719.88,105700.24,105736.92,105776.92,105817.88,105895.78,105864.02,105854.16,105861.58,105906.0,105878.91,105856.01,105884.84,105903.27,105937.75,105925.28,105907.82,105911.44,105914.08,105924.61
105661.16,105684.66,105682.98,105622.58,105635.67,105643.61,105644.87,105647.23,105695.3,105695.59,105719.88,105700.24,105736.92,105776.92,105817.88,105895.78,105864.02,105854.16,105861.58,105906.0,105878.91,105856.01,105884.84,105903.27,105937.75,105925.28,105907.82,105911.44,105914.08,105924.61,105921.77
105684.66,105682.98,105622.58,105635.67,105643.61,105644.87,105647.23,105695.3,105695.59,105719.88,105700.24,105736.92,105776.92,105817.88,105895.78,105864.02,105854.16,105861.58,105906.0,105878.91,105856.01,105884.84,105903.27,105937.75,105925.28,105907.82,105911.44,105914.08,105924.61,105921.77,105945.2
105682.98,105622.58,105635.67,105643.61,105644.87,105647.23,105695.3,105695.59,105719.88,105700.24,105736.92,105776.92,105817.88,105895.78,105864.02,105854.16,105861.58,105906.0,105878.91,105856.01,105884.84,105903.27,105937.75,105925.28,105907.82,105911.44,105914.08,105924.61,105921.77,105945.2,105984.42
105622.58,105635.67,105643.61,105644.87,105647.23,105695.3,105695.59,105719.88,105700.24,105736.92,105776.92,105817.88,105895.78,105864.02,105854.16,105861.58,105906.0,105878.91,105856.01,105884.84,105903.27,105937.75,105925.28,105907.82,105911.44,105914.08,105924.61,105921.77,105945.2,105984.42,105981.81
105635.67,105643.61,105644.87,105647.23,105695.3,105695.59,105719.88,105700.24,105736.92,105776.92,105817.88,105895.78,105864.02,105854.16,105861.58,105906.0,105878.91,105856.01,105884.84,105903.27,105937.75,105925.28,105907.82,105911.44,105914.08,105924.61,105921.77,105945.2,105984.42,105981.81,105998.58
105643.61,105644.87,105647.23,105695.3,105695.59,105719.88,105700.24,105736.92,105776.92,105817.88,105895.78,105864.02,105854.16,105861.58,105906.0,105878.91,105856.01,105884.84,105903.27,105937.75,105925.28,105907.82,105911.44,105914.08,105924.61,105921.77,105945.2,105984.42,105981.81,105998.58,106010.31
105644.87,105647.23,105695.3,105695.59,105719.88,105700.24,105736.92,105776.92,105817.88,105895.78,105864.02,105854.16,105861.58,105906.0,105878.91,105856.01,105884.84,105903.27,105937.75,105925.28,105907.82,105911.44,105914.08,105924.61,105921.77,105945.2,105984.42,105981.81,105998.58,106010.31,105978.74
105647.23,105695.3,105695.59,105719.88,105700.24,105736.92,105776.92,105817.88,105895.78,105864.02,105854.16,105861.58,105906.0,105878.91,105856.01,105884.84,105903.27,105937.75,105925.28,105907.82,105911.44,105914.08,105924.61,105921.77,105945.2,105984.42,105981.81,105998.58,106010.31,105978.74,106023.14
105695.3,105695.59,105719.88,105700.24,105736.92,105776.92,105817.88,105895.78,105864.02,105854.16,105861.58,105906.0,105878.91,105856.01,105884.84,105903.27,105937.75,105925.28,105907.82,105911.44,105914.08,105924.61,105921.77,105945.2,105984.42,105981.81,105998.58,106010.31,105978.74,106023.14,106088.92
105695.59,105719.88,105700.24,105736.92,105776.92,105817.88,105895.78,105864.02,105854.16,105861.58,105906.0,105878.91,105856.01,105884.84,105903.27,105937.75,105925.28,105907.82,105911.44,105914.08,105924.61,105921.77,105945.2,105984.42,105981.81,105998.58,106010.31,105978.74,106023.14,106088.92,106079.05
105719.88,105700.24,105736.92,105776.92,105817.88,105895.78,105864.02,105854.16,105861.58,105906.0,105878.91,105856.01,105884.84,105903.27,105937.75,105925.28,105907.82,105911.44,105914.08,105924.61,105921.77,105945.2,105984.42,105981.81,105998.58,106010.31,105978.74,106023.14,106088.92,106079.05,106083.52
105700.24,105736.92,105776.92,105817.88,105895.78,105864.02,105854.16,105861.58,105906.0,105878.91,105856.01,105884.84,105903.27,105937.75,105925.28,105907.82,105911.44,105914.08,105924.61,105921.77,105945.2,105984.42,105981.81,105998.58,106010.31,105978.74,106023.14,106088.92,106079.05,106083.52,106048.95
105736.92,105776.92,105817.88,105895.78,105864.02,105854.16,105861.58,105906.0,105878.91,105856.01,105884.84,105903.27,105937.75,105925.28,105907.82,105911.44,105914.08,105924.61,105921.77,105945.2,105984.42,105981.81,105998.58,106010.31,105978.74,106023.14,106088.92,106079.05,106083.52,106048.95,106052.99
105776.92,105817.88,105895.78,105864.02,105854.16,105861.58,105906.0,105878.91,105856.01,105884.84,105903.27,105937.75,105925.28,105907.82,105911.44,105914.08,105924.61,105921.77,105945.2,105984.42,105981.81,105998.58,106010.31,105978.74,106023.14,106088.92,106079.05,106083.52,106048.95,106052.99,106048.19
105817.88,105895.78,105864.02,105854.16,105861.58,105906.0,105878.91,105856.01,105884.84,105903.27,105937.75,105925.28,105907.82,105911.44,105914.08,105924.61,105921.77,105945.2,105984.42,105981.81,105998.58,106010.31,105978.74,106023.14,106088.92,106079.05,106083.52,106048.95,106052.99,106048.19,106059.31
105895.78,105864.02,105854.16,105861.58,105906.0,105878.91,105856.01,105884.84,105903.27,105937.75,105925.28,105907.82,105911.44,105914.08,105924.61,105921.77,105945.2,105984.42,105981.81,105998.58,106010.31,105978.74,106023.14,106088.92,106079.05,106083.52,106048.95,106052.99,106048.19,106059.31,106022.72
105864.02,105854.16,105861.58,105906.0,105878.91,105856.01,105884.84,105903.27,105937.75,105925.28,105907.82,105911.44,105914.08,105924.61,105921.77,105945.2,105984.42,105981.81,105998.58,106010.31,105978.74,106023.14,106088.92,106079.05,106083.52,106048.95,106052.99,106048.19,106059.31,106022.72,106065.0
105854.16,105861.58,105906.0,105878.91,105856.01,105884.84,105903.27,105937.75,105925.28,105907.82,105911.44,105914.08,105924.61,105921.77,105945.2,105984.42,105981.81,105998.58,106010.31,105978.74,106023.14,106088.92,106079.05,106083.52,106048.95,106052.99,106048.19,106059.31,106022.72,106065.0,106072.61
105861.58,105906.0,105878.91,105856.01,105884.84,105903.27,105937.75,105925.28,105907.82,105911.44,105914.08,105924.61,105921.77,105945.2,105984.42,105981.81,105998.58,106010.31,105978.74,106023.14,106088.92,106079.05,106083.52,106048.95,106052.99,106048.19,106059.31,106022.72,106065.0,106072.61,106130.54
105906.0,105878.91,105856.01,105884.84,105903.27,105937.75,105925.28,105907.82,105911.44,105914.08,105924.61,105921.77,105945.2,105984.42,105981.81,105998.58,106010.31,105978.74,106023.14,106088.92,106079.05,106083.52,106048.95,106052.99,106048.19,106059.31,106022.72,106065.0,106072.61,106130.54,106147.61
105878.91,105856.01,105884.84,105903.27,105937.75,105925.28,105907.82,105911.44,105914.08,105924.61,105921.77,105945.2,105984.42,105981.81,105998.58,106010.31,105978.74,106023.14,106088.92,106079.05,106083.52,106048.95,106052.99,106048.19,106059.31,106022.72,106065.0,106072.61,106130.54,106147.61,106167.64
105856.01,105884.84,105903.27,105937.75,105925.28,105907.82,105911.44,105914.08,105924.61,105921.77,105945.2,105984.42,105981.81,105998.58,106010.31,105978.74,106023.14,106088.92,106079.05,106083.52,106048.95,106052.99,106048.19,106059.31,106022.72,106065.0,106072.61,106130.54,106147.61,106167.64,106106.28
105884.84,105903.27,105937.75,105925.28,105907.82,105911.44,105914.08,105924.61,105921.77,105945.2,105984.42,105981.81,105998.58,106010.31,105978.74,106023.14,106088.92,106079.05,106083.52,106048.95,106052.99,106048.19,106059.31,106022.72,106065.0,106072.61,106130.54,106147.61,106167.64,106106.28,106114.83
105903.27,105937.75,105925.28,105907.82,105911.44,105914.08,105924.61,105921.77,105945.2,105984.42,105981.81,105998.58,106010.31,105978.74,106023.14,106088.92,106079.05,106083.52,106048.95,106052.99,106048.19,106059.31,106022.72,106065.0,106072.61,106130.54,106147.61,106167.64,106106.28,106114.83,106133.43
