t-29,t-28,t-27,t-26,t-25,t-24,t-23,t-22,t-21,t-20,t-19,t-18,t-17,t-16,t-15,t-14,t-13,t-12,t-11,t-10,t-9,t-8,t-7,t-6,t-5,t-4,t-3,t-2,t-1,t-0,alvo
107959.2,107973.03,108026.52,108011.0,108041.22,107834.84,107786.53,107843.77,107792.46,107807.52,107841.22,107887.83,107822.24,107798.62,107946.47,108022.48,108120.85,107985.02,107930.81,107919.63,107850.01,107847.79,107794.77,107821.31,107873.06,107858.55,107882.57,107944.89,108012.57,107998.43,108005.85
107973.03,108026.52,108011.0,108041.22,107834.84,107786.53,107843.77,107792.46,107807.52,107841.22,107887.83,107822.24,107798.62,107946.47,108022.48,108120.85,107985.02,107930.81,107919.63,107850.01,107847.79,107794.77,107821.31,107873.06,107858.55,107882.57,107944.89,108012.57,107998.43,108005.85,108070.2
108026.52,108011.0,108041.22,107834.84,107786.53,107843.77,107792.46,107807.52,107841.22,107887.83,107822.24,107798.62,107946.47,108022.48,108120.85,107985.02,107930.81,107919.63,107850.01,107847.79,107794.77,107821.31,107873.06,107858.55,107882.57,107944.89,108012.57,107998.43,108005.85,108070.2,108114.41
108011.0,108041.22,107834.84,107786.53,107843.77,107792.46,107807.52,107841.22,107887.83,107822.24,107798.62,107946.47,108022.48,108120.85,107985.02,107930.81,107919.63,107850.01,107847.79,107794.77,107821.31,107873.06,107858.55,107882.57,107944.89,108012.57,107998.43,108005.85,108070.2,108114.41,108112.99
108041.22,107834.84,107786.53,107843.77,107792.46,107807.52,107841.22,107887.83,107822.24,107798.62,107946.47,108022.48,108120.85,107985.02,107930.81,107919.63,107850.01,107847.79,107794.77,107821.31,107873.06,107858.55,107882.57,107944.89,108012.57,107998.43,108005.85,108070.2,108114.41,108112.99,107862.34
107834.84,107786.53,107843.77,107792.46,107807.52,107841.22,107887.83,107822.24,107798.62,107946.47,108022.48,108120.85,107985.02,107930.81,107919.63,107850.01,107847.79,107794.77,107821.31,107873.06,107858.55,107882.57,107944.89,108012.57,107998.43,108005.85,108070.2,108114.41,108112.99,107862.34,107896.35
107786.53,107843.77,107792.46,107807.52,107841.22,107887.83,107822.24,107798.62,107946.47,108022.48,108120.85,107985.02,107930.81,107919.63,107850.01,107847.79,107794.77,107821.31,107873.06,107858.55,107882.57,107944.89,108012.57,107998.43,108005.85,108070.2,108114.41,108112.99,107862.34,107896.35,107933.23
107843.77,107792.46,107807.52,107841.22,107887.83,107822.24,107798.62,107946.47,108022.48,108120.85,107985.02,107930.81,107919.63,107850.01,107847.79,107794.77,107821.31,107873.06,107858.55,107882.57,107944.89,108012.57,107998.43,108005.85,108070.2,108114.41,108112.99,107862.34,107896.35,107933.23,108053.95
107792.46,107807.52,107841.22,107887.83,107822.24,107798.62,107946.47,108022.48,108120.85,107985.02,107930.81,107919.63,107850.01,107847.79,107794.77,107821.31,107873.06,107858.55,107882.57,107944.89,108012.57,107998.43,108005.85,108070.2,108114.41,108112.99,107862.34,107896.35,107933.23,108053.95,108069.51
107807.52,107841.22,107887.83,107822.24,107798.62,107946.47,108022.48,108120.85,107985.02,107930.81,107919.63,107850.01,107847.79,107794.77,107821.31,107873.06,107858.55,107882.57,107944.89,108012.57,107998.43,108005.85,108070.2,108114.41,108112.99,107862.34,107896.35,107933.23,108053.95,108069.51,108099.99
107841.22,107887.83,107822.24,107798.62,107946.47,108022.48,108120.85,107985.02,107930.81,107919.63,107850.01,107847.79,107794.77,107821.31,107873.06,107858.55,107882.57,107944.89,108012.57,107998.43,108005.85,108070.2,108114.41,108112.99,107862.34,107896.35,107933.23,108053.95,108069.51,108099.99,108136.49
107887.83,107822.24,107798.62,107946.47,108022.48,108120.85,107985.02,107930.81,107919.63,107850.01,107847.79,107794.77,107821.31,107873.06,107858.55,107882.57,107944.89,108012.57,107998.43,108005.85,108070.2,108114.41,108112.99,107862.34,107896.35,107933.23,108053.95,108069.51,108099.99,108136.49,108090.4
107822.24,107798.62,107946.47,108022.48,108120.85,107985.02,107930.81,107919.63,107850.01,107847.79,107794.77,107821.31,107873.06,107858.55,107882.57,107944.89,108012.57,107998.43,108005.85,108070.2,108114.41,108112.99,107862.34,107896.35,107933.23,108053.95,108069.51,108099.99,108136.49,108090.4,108106.86
107798.62,107946.47,108022.48,108120.85,107985.02,107930.81,107919.63,107850.01,107847.79,107794.77,107821.31,107873.06,107858.55,107882.57,107944.89,108012.57,107998.43,108005.85,108070.2,108114.41,108112.99,107862.34,107896.35,107933.23,108053.95,108069.51,108099.99,108136.49,108090.4,108106.86,108062.2
107946.47,108022.48,108120.85,107985.02,107930.81,107919.63,107850.01,107847.79,107794.77,107821.31,107873.06,107858.55,107882.57,107944.89,108012.57,107998.43,108005.85,108070.2,108114.41,108112.99,107862.34,107896.35,107933.23,108053.95,108069.51,108099.99,108136.49,108090.4,108106.86,108062.2,108073.87
108022.48,108120.85,107985.02,107930.81,107919.63,107850.01,107847.79,107794.77,107821.31,107873.06,107858.55,107882.57,107944.89,108012.57,107998.43,108005.85,108070.2,108114.41,108112.99,107862.34,107896.35,107933.23,108053.95,108069.51,108099.99,108136.49,108090.4,108106.86,108062.2,108073.87,108145.52
108120.85,107985.02,107930.81,107919.63,107850.01,107847.79,107794.77,107821.31,107873.06,107858.55,107882.57,107944.89,108012.57,107998.43,108005.85,108070.2,108114.41,108112.99,107862.34,107896.35,107933.23,108053.95,108069.51,108099.99,108136.49,108090.4,108106.86,108062.2,108073.87,108145.52,108150.04
107985.02,107930.81,107919.63,107850.01,107847.79,107794.77,107821.31,107873.06,107858.55,107882.57,107944.89,108012.57,107998.43,108005.85,108070.2,108114.41,108112.99,107862.34,107896.35,107933.23,108053.95,108069.51,108099.99,108136.49,108090.4,108106.86,108062.2,108073.87,108145.52,108150.04,108160.8
107930.81,107919.63,107850.01,107847.79,107794.77,107821.31,107873.06,107858.55,107882.57,107944.89,108012.57,107998.43,108005.85,108070.2,108114.41,108112.99,107862.34,107896.35,107933.23,108053.95,108069.51,108099.99,108136.49,108090.4,108106.86,108062.2,108073.87,108145.52,108150.04,108160.8,108240.9
107919.63,107850.01,107847.79,107794.77,107821.31,107873.06,107858.55,107882.57,107944.89,108012.57,107998.43,108005.85,108070.2,108114.41,108112.99,107862.34,107896.35,107933.23,108053.95,108069.51,108099.99,108136.49,108090.4,108106.86,108062.2,108073.87,108145.52,108150.04,108160.8,108240.9,108209.45
107850.01,107847.79,107794.77,107821.31,107873.06,107858.55,107882.57,107944.89,108012.57,107998.43,108005.85,108070.2,108114.41,108112.99,107862.34,107896.35,107933.23,108053.95,108069.51,108099.99,108136.49,108090.4,108106.86,108062.2,108073.87,108145.52,108150.04,108160.8,108240.9,108209.45,108196.45
107847.79,107794.77,107821.31,107873.06,107858.55,107882.57,107944.89,108012.57,107998.43,108005.85,108070.2,108114.41,108112.99,107862.34,107896.35,107933.23,108053.95,108069.51,108099.99,108136.49,108090.4,108106.86,108062.2,108073.87,108145.52,108150.04,108160.8,108240.9,108209.45,108196.45,108295.05
107794.77,107821.31,107873.06,107858.55,107882.57,107944.89,108012.57,107998.43,108005.85,108070.2,108114.41,108112.99,107862.34,107896.35,107933.23,108053.95,108069.51,108099.99,108136.49,108090.4,108106.86,108062.2,108073.87,108145.52,108150.04,108160.8,108240.9,108209.45,108196.45,108295.05,108332.81
107821.31,107873.06,107858.55,107882.57,107944.89,108012.57,107998.43,108005.85,108070.2,108114.41,108112.99,107862.34,107896.35,107933.23,108053.95,108069.51,108099.99,108136.49,108090.4,108106.86,108062.2,108073.87,108145.52,108150.04,108160.8,108240.9,108209.45,108196.45,108295.05,108332.81,108319.01
107873.06,107858.55,107882.57,107944.89,108012.57,107998.43,108005.85,108070.2,108114.41,108112.99,107862.34,107896.35,107933.23,108053.95,108069.51,108099.99,108136.49,108090.4,108106.86,108062.2,108073.87,108145.52,108150.04,108160.8,108240.9,108209.45,108196.45,108295.05,108332.81,108319.01,108343.73
107858.55,107882.57,107944.89,108012.57,107998.43,108005.85,108070.2,108114.41,108112.99,107862.34,107896.35,107933.23,108053.95,108069.51,108099.99,108136.49,108090.4,108106.86,108062.2,108073.87,108145.52,108150.04,108160.8,108240.9,108209.45,108196.45,108295.05,108332.81,108319.01,108343.73,108306.32
107882.57,107944.89,108012.57,107998.43,108005.85,108070.2,108114.41,108112.99,107862.34,107896.35,107933.23,108053.95,108069.51,108099.99,108136.49,108090.4,108106.86,108062.2,108073.87,108145.52,108150.04,108160.8,108240.9,108209.45,108196.45,108295.05,108332.81,108319.01,108343.73,108306.32,108333.81
107944.89,108012.57,107998.43,108005.85,108070.2,108114.41,108112.99,107862.34,107896.35,107933.23,108053.95,108069.51,108099.99,108136.49,108090.4,108106.86,108062.2,108073.87,108145.52,108150.04,108160.8,108240.9,108209.45,108196.45,108295.05,108332.81,108319.01,108343.73,108306.32,108333.81,108342.72
108012.57,107998.43,108005.85,108070.2,108114.41,108112.99,107862.34,107896.35,107933.23,108053.95,108069.51,108099.99,108136.49,108090.4,108106.86,108062.2,108073.87,108145.52,108150.04,108160.8,108240.9,108209.45,108196.45,108295.05,108332.81,108319.01,108343.73,108306.32,108333.81,108342.72,108290.12
107998.43,108005.85,108070.2,108114.41,108112.99,107862.34,107896.35,107933.23,108053.95,108069.51,108099.99,108136.49,108090.4,108106.86,108062.2,108073.87,108145.52,108150.04,108160.8,108240.9,108209.45,108196.45,108295.05,108332.81,108319.01,108343.73,108306.32,108333.81,108342.72,108290.12,108307.01
108005.85,108070.2,108114.41,108112.99,107862.34,107896.35,107933.23,108053.95,108069.51,108099.99,108136.49,108090.4,108106.86,108062.2,108073.87,108145.52,108150.04,108160.8,108240.9,108209.45,108196.45,108295.05,108332.81,108319.01,108343.73,108306.32,108333.81,108342.72,108290.12,108307.01,108477.99
108070.2,108114.41,108112.99,107862.34,107896.35,107933.23,108053.95,108069.51,108099.99,108136.49,108090.4,108106.86,108062.2,108073.87,108145.52,108150.04,108160.8,108240.9,108209.45,108196.45,108295.05,108332.81,108319.01,108343.73,108306.32,108333.81,108342.72,108290.12,108307.01,108477.99,108557.98
108114.41,108112.99,107862.34,107896.35,107933.23,108053.95,108069.51,108099.99,108136.49,108090.4,108106.86,108062.2,108073.87,108145.52,108150.04,108160.8,108240.9,108209.45,108196.45,108295.05,108332.81,108319.01,108343.73,108306.32,108333.81,108342.72,108290.12,108307.01,108477.99,108557.98,108506.2
108112.99,107862.34,107896.35,107933.23,108053.95,108069.51,108099.99,108136.49,108090.4,108106.86,108062.2,108073.87,108145.52,108150.04,108160.8,108240.9,108209.45,108196.45,108295.05,108332.81,108319.01,108343.73,108306.32,108333.81,108342.72,108290.12,108307.01,108477.99,108557.98,108506.2,108452.03
107862.34,107896.35,107933.23,108053.95,108069.51,108099.99,108136.49,108090.4,108106.86,108062.2,108073.87,108145.52,108150.04,108160.8,108240.9,108209.45,108196.45,108295.05,108332.81,108319.01,108343.73,108306.32,108333.81,108342.72,108290.12,108307.01,108477.99,108557.98,108506.2,108452.03,108418.54
107896.35,107933.23,108053.95,108069.51,108099.99,108136.49,108090.4,108106.86,108062.2,108073.87,108145.52,108150.04,108160.8,108240.9,108209.45,108196.45,108295.05,108332.81,108319.01,108343.73,108306.32,108333.81,108342.72,108290.12,108307.01,108477.99,108557.98,108506.2,108452.03,108418.54,108489.19
107933.23,108053.95,108069.51,108099.99,108136.49,108090.4,108106.86,108062.2,108073.87,108145.52,108150.04,108160.8,108240.9,108209.45,108196.45,108295.05,108332.81,108319.01,108343.73,108306.32,108333.81,108342.72,108290.12,108307.01,108477.99,108557.98,108506.2,108452.03,108418.54,108489.19,108514.35
108053.95,108069.51,108099.99,108136.49,108090.4,108106.86,108062.2,108073.87,108145.52,108150.04,108160.8,108240.9,108209.45,108196.45,108295.05,108332.81,108319.01,108343.73,108306.32,108333.81,108342.72,108290.12,108307.01,108477.99,108557.98,108506.2,108452.03,108418.54,108489.19,108514.35,108500.58
108069.51,108099.99,108136.49,108090.4,108106.86,108062.2,108073.87,108145.52,108150.04,108160.8,108240.9,108209.45,108196.45,108295.05,108332.81,108319.01,108343.73,108306.32,108333.81,108342.72,108290.12,108307.01,108477.99,108557.98,108506.2,108452.03,108418.54,108489.19,108514.35,108500.58,108500.59
108099.99,108136.49,108090.4,108106.86,108062.2,108073.87,108145.52,108150.04,108160.8,108240.9,108209.45,108196.45,108295.05,108332.81,108319.01,108343.73,108306.32,108333.81,108342.72,108290.12,108307.01,108477.99,108557.98,108506.2,108452.03,108418.54,108489.19,108514.35,108500.58,108500.59,108549.98
108136.49,108090.4,108106.86,108062.2,108073.87,108145.52,108150.04,108160.8,108240.9,108209.45,108196.45,108295.05,108332.81,108319.01,108343.73,108306.32,108333.81,108342.72,108290.12,108307.01,108477.99,108557.98,108506.2,108452.03,108418.54,108489.19,108514.35,108500.58,108500.59,108549.98,108537.2
108090.4,108106.86,108062.2,108073.87,108145.52,108150.04,108160.8,108240.9,108209.45,108196.45,108295.05,108332.81,108319.01,108343.73,108306.32,108333.81,108342.72,108290.12,108307.01,108477.99,108557.98,108506.2,108452.03,108418.54,108489.19,108514.35,108500.58,108500.59,108549.98,108537.2,108537.88
108106.86,108062.2,108073.87,108145.52,108150.04,108160.8,108240.9,108209.45,108196.45,108295.05,108332.81,108319.01,108343.73,108306.32,108333.81,108342.72,108290.12,108307.01,108477.99,108557.98,108506.2,108452.03,108418.54,108489.19,108514.35,108500.58,108500.59,108549.98,108537.2,108537.88,108530.58
108062.2,108073.87,108145.52,108150.04,108160.8,108240.9,108209.45,108196.45,108295.05,108332.81,108319.01,108343.73,108306.32,108333.81,108342.72,108290.12,108307.01,108477.99,108557.98,108506.2,108452.03,108418.54,108489.19,108514.35,108500.58,108500.59,108549.98,108537.2,108537.88,108530.58,108583.78
108073.87,108145.52,108150.04,108160.8,108240.9,108209.45,108196.45,108295.05,108332.81,108319.01,108343.73,108306.32,108333.81,108342.72,108290.12,108307.01,108477.99,108557.98,108506.2,108452.03,108418.54,108489.19,108514.35,108500.58,108500.59,108549.98,108537.2,108537.88,108530.58,108583.78,108547.81
108145.52,108150.04,108160.8,108240.9,108209.45,108196.45,108295.05,108332.81,108319.01,108343.73,108306.32,108333.81,108342.72,108290.12,108307.01,108477.99,108557.98,108506.2,108452.03,108418.54,108489.19,108514.35,108500.58,108500.59,108549.98,108537.2,108537.88,108530.58,108583.78,108547.81,108485.97
108150.04,108160.8,108240.9,108209.45,108196.45,108295.05,108332.81,108319.01,108343.73,108306.32,108333.81,108342.72,108290.12,108307.01,108477.99,108557.98,108506.2,108452.03,108418.54,108489.19,108514.35,108500.58,108500.59,108549.98,108537.2,108537.88,108530.58,108583.78,108547.81,108485.97,108419.24
108160.8,108240.9,108209.45,108196.45,108295.05,108332.81,108319.01,108343.73,108306.32,108333.81,108342.72,108290.12,108307.01,108477.99,108557.98,108506.2,108452.03,108418.54,108489.19,108514.35,108500.58,108500.59,108549.98,108537.2,108537.88,108530.58,108583.78,108547.81,108485.97,108419.24,108411.52
108240.9,108209.45,108196.45,108295.05,108332.81,108319.01,108343.73,108306.32,108333.81,108342.72,108290.12,108307.01,108477.99,108557.98,108506.2,108452.03,108418.54,108489.19,108514.35,108500.58,108500.59,108549.98,108537.2,108537.88,108530.58,108583.78,108547.81,108485.97,108419.24,108411.52,108342.16
108209.45,108196.45,108295.05,108332.81,108319.01,108343.73,108306.32,108333.81,108342.72,108290.12,108307.01,108477.99,108557.98,108506.2,108452.03,108418.54,108489.19,108514.35,108500.58,108500.59,108549.98,108537.2,108537.88,108530.58,108583.78,108547.81,108485.97,108419.24,108411.52,108342.16,108339.38
108196.45,108295.05,108332.81,108319.01,108343.73,108306.32,108333.81,108342.72,108290.12,108307.01,108477.99,108557.98,108506.2,108452.03,108418.54,108489.19,108514.35,108500.58,108500.59,108549.98,108537.2,108537.88,108530.58,108583.78,108547.81,108485.97,108419.24,108411.52,108342.16,108339.38,108307.87
108295.05,108332.81,108319.01,108343.73,108306.32,108333.81,108342.72,108290.12,108307.01,108477.99,108557.98,108506.2,108452.03,108418.54,108489.19,108514.35,108500.58,108500.59,108549.98,108537.2,108537.88,108530.58,108583.78,108547.81,108485.97,108419.24,108411.52,108342.16,108339.38,108307.87,108330.36
108332.81,108319.01,108343.73,108306.32,108333.81,108342.72,108290.12,108307.01,108477.99,108557.98,108506.2,108452.03,108418.54,108489.19,108514.35,108500.58,108500.59,108549.98,108537.2,108537.88,108530.58,108583.78,108547.81,108485.97,108419.24,108411.52,108342.16,108339.38,108307.87,108330.36,108250.01
108319.01,108343.73,108306.32,108333.81,108342.72,108290.12,108307.01,108477.99,108557.98,108506.2,108452.03,108418.54,108489.19,108514.35,108500.58,108500.59,108549.98,108537.2,108537.88,108530.58,108583.78,108547.81,108485.97,108419.24,108411.52,108342.16,108339.38,108307.87,108330.36,108250.01,108301.93
108343.73,108306.32,108333.81,108342.72,108290.12,108307.01,108477.99,108557.98,108506.2,108452.03,108418.54,108489.19,108514.35,108500.58,108500.59,108549.98,108537.2,108537.88,108530.58,108583.78,108547.81,108485.97,108419.24,108411.52,108342.16,108339.38,108307.87,108330.36,108250.01,108301.93,108369.52
108306.32,108333.81,108342.72,108290.12,108307.01,108477.99,108557.98,108506.2,108452.03,108418.54,108489.19,108514.35,108500.58,108500.59,108549.98,108537.2,108537.88,108530.58,108583.78,108547.81,108485.97,108419.24,108411.52,108342.16,108339.38,108307.87,108330.36,108250.01,108301.93,108369.52,108413.55
108333.81,108342.72,108290.12,108307.01,108477.99,108557.98,108506.2,108452.03,108418.54,108489.19,108514.35,108500.58,108500.59,108549.98,108537.2,108537.88,108530.58,108583.78,108547.81,108485.97,108419.24,108411.52,108342.16,108339.38,108307.87,108330.36,108250.01,108301.93,108369.52,108413.55,108472.84
108342.72,108290.12,108307.01,108477.99,108557.98,108506.2,108452.03,108418.54,108489.19,108514.35,108500.58,108500.59,108549.98,108537.2,108537.88,108530.58,108583.78,108547.81,108485.97,108419.24,108411.52,108342.16,108339.38,108307.87,108330.36,108250.01,108301.93,108369.52,108413.55,108472.84,108498.19
108290.12,108307.01,108477.99,108557.98,108506.2,108452.03,108418.54,108489.19,108514.35,108500.58,108500.59,108549.98,108537.2,108537.88,108530.58,108583.78,108547.81,108485.97,108419.24,108411.52,108342.16,108339.38,108307.87,108330.36,108250.01,108301.93,108369.52,108413.55,108472.84,108498.19,108472.26
108307.01,108477.99,108557.98,108506.2,108452.03,108418.54,108489.19,108514.35,108500.58,108500.59,108549.98,108537.2,108537.88,108530.58,108583.78,108547.81,108485.97,108419.24,108411.52,108342.16,108339.38,108307.87,108330.36,108250.01,108301.93,108369.52,108413.55,108472.84,108498.19,108472.26,108472.87
108477.99,108557.98,108506.2,108452.03,108418.54,108489.19,108514.35,108500.58,108500.59,108549.98,108537.2,108537.88,108530.58,108583.78,108547.81,108485.97,108419.24,108411.52,108342.16,108339.38,108307.87,108330.36,108250.01,108301.93,108369.52,108413.55,108472.84,108498.19,108472.26,108472.87,108489.92
108557.98,108506.2,108452.03,108418.54,108489.19,108514.35,108500.58,108500.59,108549.98,108537.2,108537.88,108530.58,108583.78,108547.81,108485.97,108419.24,108411.52,108342.16,108339.38,108307.87,108330.36,108250.01,108301.93,108369.52,108413.55,108472.84,108498.19,108472.26,108472.87,108489.92,108485.98
108506.2,108452.03,108418.54,108489.19,108514.35,108500.58,108500.59,108549.98,108537.2,108537.88,108530.58,108583.78,108547.81,108485.97,108419.24,108411.52,108342.16,108339.38,108307.87,108330.36,108250.01,108301.93,108369.52,108413.55,108472.84,108498.19,108472.26,108472.87,108489.92,108485.98,108457.35
108452.03,108418.54,108489.19,108514.35,108500.58,108500.59,108549.98,108537.2,108537.88,108530.58,108583.78,108547.81,108485.97,108419.24,108411.52,108342.16,108339.38,108307.87,108330.36,108250.01,108301.93,108369.52,108413.55,108472.84,108498.19,108472.26,108472.87,108489.92,108485.98,108457.35,108538.76
108418.54,108489.19,108514.35,108500.58,108500.59,108549.98,108537.2,108537.88,108530.58,108583.78,108547.81,108485.97,108419.24,108411.52,108342.16,108339.38,108307.87,108330.36,108250.01,108301.93,108369.52,108413.55,108472.84,108498.19,108472.26,108472.87,108489.92,108485.98,108457.35,108538.76,108522.47
108489.19,108514.35,108500.58,108500.59,108549.98,108537.2,108537.88,108530.58,108583.78,108547.81,108485.97,108419.24,108411.52,108342.16,108339.38,108307.87,108330.36,108250.01,108301.93,108369.52,108413.55,108472.84,108498.19,108472.26,108472.87,108489.92,108485.98,108457.35,108538.76,108522.47,108553.99
108514.35,108500.58,108500.59,108549.98,108537.2,108537.88,108530.58,108583.78,108547.81,108485.97,108419.24,108411.52,108342.16,108339.38,108307.87,108330.36,108250.01,108301.93,108369.52,108413.55,108472.84,108498.19,108472.26,108472.87,108489.92,108485.98,108457.35,108538.76,108522.47,108553.99,108566.01
108500.58,108500.59,108549.98,108537.2,108537.88,108530.58,108583.78,108547.81,108485.97,108419.24,108411.52,108342.16,108339.38,108307.87,108330.36,108250.01,108301.93,108369.52,108413.55,108472.84,108498.19,108472.26,108472.87,108489.92,108485.98,108457.35,108538.76,108522.47,108553.99,108566.01,108552.3
108500.59,108549.98,108537.2,108537.88,108530.58,108583.78,108547.81,108485.97,108419.24,108411.52,108342.16,108339.38,108307.87,108330.36,108250.01,108301.93,108369.52,108413.55,108472.84,108498.19,108472.26,108472.87,108489.92,108485.98,108457.35,108538.76,108522.47,108553.99,108566.01,108552.3,108519.44
108549.98,108537.2,108537.88,108530.58,108583.78,108547.81,108485.97,108419.24,108411.52,108342.16,108339.38,108307.87,108330.36,108250.01,108301.93,108369.52,108413.55,108472.84,108498.19,108472.26,108472.87,108489.92,108485.98,108457.35,108538.76,108522.47,108553.99,108566.01,108552.3,108519.44,108517.05
108537.2,108537.88,108530.58,108583.78,108547.81,108485.97,108419.24,108411.52,108342.16,108339.38,108307.87,108330.36,108250.01,108301.93,108369.52,108413.55,108472.84,108498.19,108472.26,108472.87,108489.92,108485.98,108457.35,108538.76,108522.47,108553.99,108566.01,108552.3,108519.44,108517.05,108553.14
108537.88,108530.58,108583.78,108547.81,108485.97,108419.24,108411.52,108342.16,108339.38,108307.87,108330.36,108250.01,108301.93,108369.52,108413.55,108472.84,108498.19,108472.26,108472.87,108489.92,108485.98,108457.35,108538.76,108522.47,108553.99,108566.01,108552.3,108519.44,108517.05,108553.14,108581.7
108530.58,108583.78,108547.81,108485.97,108419.24,108411.52,108342.16,108339.38,108307.87,108330.36,108250.01,108301.93,108369.52,108413.55,108472.84,108498.19,108472.26,108472.87,108489.92,108485.98,108457.35,108538.76,108522.47,108553.99,108566.01,108552.3,108519.44,108517.05,108553.14,108581.7,108599.99
108583.78,108547.81,108485.97,108419.24,108411.52,108342.16,108339.38,108307.87,108330.36,108250.01,108301.93,108369.52,108413.55,108472.84,108498.19,108472.26,108472.87,108489.92,108485.98,108457.35,108538.76,108522.47,108553.99,108566.01,108552.3,108519.44,108517.05,108553.14,108581.7,108599.99,108563.3
108547.81,108485.97,108419.24,108411.52,108342.16,108339.38,108307.87,108330.36,108250.01,108301.93,108369.52,108413.55,108472.84,108498.19,108472.26,108472.87,108489.92,108485.98,108457.35,108538.76,108522.47,108553.99,108566.01,108552.3,108519.44,108517.05,108553.14,108581.7,108599.99,108563.3,108610.64
108485.97,108419.24,108411.52,108342.16,108339.38,108307.87,108330.36,108250.01,108301.93,108369.52,108413.55,108472.84,108498.19,108472.26,108472.87,108489.92,108485.98,108457.35,108538.76,108522.47,108553.99,108566.01,108552.3,108519.44,108517.05,108553.14,108581.7,108599.99,108563.3,108610.64,108685.7
108419.24,108411.52,108342.16,108339.38,108307.87,108330.36,108250.01,108301.93,108369.52,108413.55,108472.84,108498.19,108472.26,108472.87,108489.92,108485.98,108457.35,108538.76,108522.47,108553.99,108566.01,108552.3,108519.44,108517.05,108553.14,108581.7,108599.99,108563.3,108610.64,108685.7,108779.07
108411.52,108342.16,108339.38,108307.87,108330.36,108250.01,108301.93,108369.52,108413.55,108472.84,108498.19,108472.26,108472.87,108489.92,108485.98,108457.35,108538.76,108522.47,108553.99,108566.01,108552.3,108519.44,108517.05,108553.14,108581.7,108599.99,108563.3,108610.64,108685.7,108779.07,108788.97
108342.16,108339.38,108307.87,108330.36,108250.01,108301.93,108369.52,108413.55,108472.84,108498.19,108472.26,108472.87,108489.92,108485.98,108457.35,108538.76,108522.47,108553.99,108566.01,108552.3,108519.44,108517.05,108553.14,108581.7,108599.99,108563.3,108610.64,108685.7,108779.07,108788.97,108797.22
108339.38,108307.87,108330.36,108250.01,108301.93,108369.52,108413.55,108472.84,108498.19,108472.26,108472.87,108489.92,108485.98,108457.35,108538.76,108522.47,108553.99,108566.01,108552.3,108519.44,108517.05,108553.14,108581.7,108599.99,108563.3,108610.64,108685.7,108779.07,108788.97,108797.22,108796.2
108307.87,108330.36,108250.01,108301.93,108369.52,108413.55,108472.84,108498.19,108472.26,108472.87,108489.92,108485.98,108457.35,108538.76,108522.47,108553.99,108566.01,108552.3,108519.44,108517.05,108553.14,108581.7,108599.99,108563.3,108610.64,108685.7,108779.07,108788.97,108797.22,108796.2,108790.85
108330.36,108250.01,108301.93,108369.52,108413.55,108472.84,108498.19,108472.26,108472.87,108489.92,108485.98,108457.35,108538.76,108522.47,108553.99,108566.01,108552.3,108519.44,108517.05,108553.14,108581.7,108599.99,108563.3,108610.64,108685.7,108779.07,108788.97,108797.22,108796.2,108790.85,108797.27
108250.01,108301.93,108369.52,108413.55,108472.84,108498.19,108472.26,108472.87,108489.92,108485.98,108457.35,108538.76,108522.47,108553.99,108566.01,108552.3,108519.44,108517.05,108553.14,108581.7,108599.99,108563.3,108610.64,108685.7,108779.07,108788.97,108797.22,108796.2,108790.85,108797.27,108828.07
108301.93,108369.52,108413.55,108472.84,108498.19,108472.26,108472.87,108489.92,108485.98,108457.35,108538.76,108522.47,108553.99,108566.01,108552.3,108519.44,108517.05,108553.14,108581.7,108599.99,108563.3,108610.64,108685.7,108779.07,108788.97,108797.22,108796.2,108790.85,108797.27,108828.07,108880.11
108369.52,108413.55,108472.84,108498.19,108472.26,108472.87,108489.92,108485.98,108457.35,108538.76,108522.47,108553.99,108566.01,108552.3,108519.44,108517.05,108553.14,108581.7,108599.99,108563.3,108610.64,108685.7,108779.07,108788.97,108797.22,108796.2,108790.85,108797.27,108828.07,108880.11,108957.61
108413.55,108472.84,108498.19,108472.26,108472.87,108489.92,108485.98,108457.35,108538.76,108522.47,108553.99,108566.01,108552.3,108519.44,108517.05,108553.14,108581.7,108599.99,108563.3,108610.64,108685.7,108779.07,108788.97,108797.22,108796.2,108790.85,108797.27,108828.07,108880.11,108957.61,109213.44
108472.84,108498.19,108472.26,108472.87,108489.92,108485.98,108457.35,108538.76,108522.47,108553.99,108566.01,108552.3,108519.44,108517.05,108553.14,108581.7,108599.99,108563.3,108610.64,108685.7,108779.07,108788.97,108797.22,108796.2,108790.85,108797.27,108828.07,108880.11,108957.61,109213.44,109297.04
108498.19,108472.26,108472.87,108489.92,108485.98,108457.35,108538.76,108522.47,108553.99,108566.01,108552.3,108519.44,108517.05,108553.14,108581.7,108599.99,108563.3,108610.64,108685.7,108779.07,108788.97,108797.22,108796.2,108790.85,108797.27,108828.07,108880.11,108957.61,109213.44,109297.04,109242.53
108472.26,108472.87,108489.92,108485.98,108457.35,108538.76,108522.47,108553.99,108566.01,108552.3,108519.44,108517.05,108553.14,108581.7,108599.99,108563.3,108610.64,108685.7,108779.07,108788.97,108797.22,108796.2,108790.85,108797.27,108828.07,108880.11,108957.61,109213.44,109297.04,109242.53,109520.83
